step,initial_population,mean_ini_sugar,mean_ini_vision,mean_ini_metabolism,rate_survive,avg_sugar,dev_sugar,rate_increasable
29,1275,15.46509804,5.426666667,2.552941176,0.64,42.92647059,28.36033669,0.612745098
29,1527,15.38179437,5.46037983,2.497707924,0.611001965,44.08145766,28.35844693,0.659163987
29,1295,15.42471042,5.514285714,2.471814672,0.649420849,44.24137931,28.35842027,0.642092747
29,1712,15.5478972,5.686915888,2.518107477,0.602803738,42.87306202,28.35814957,0.635658915
29,369,15.47425474,5.311653117,2.552845528,0.726287263,45.62686567,28.35784487,0.664179104
29,1469,15.31790334,5.520081688,2.477876106,0.632402995,44.85898816,28.3573359,0.66846071
29,1582,15.3426043,5.416561315,2.481668774,0.617572693,43.11463664,28.35722724,0.625383828
29,1673,15.63777645,5.469814704,2.491332935,0.605499103,44.30404738,28.35681655,0.658440276
29,1731,15.43558637,5.45407279,2.555170422,0.58463316,41.87252964,28.35678711,0.615612648
29,1490,15.59060403,5.471812081,2.520805369,0.616107383,44.07734205,28.35649956,0.642701525
25,55,16.78181818,6.054545455,2.290909091,0.818181818,50.55555556,28.35533905,0.733333333
29,1518,15.78524374,5.324769433,2.459815547,0.627140975,44.66386555,28.3550502,0.651260504
29,2015,15.51712159,5.605459057,2.50471464,0.565260546,41.21158911,28.35418107,0.616330114
29,1657,15.44900422,5.509354255,2.517803259,0.590223295,43.77811861,28.35397058,0.662576687
29,1063,15.70931326,5.444967074,2.511759172,0.668861712,45.20112518,28.35380689,0.64838256
29,1344,15.39806548,5.482886905,2.494791667,0.646577381,44.59608746,28.35361847,0.644418872
29,1757,15.29880478,5.516789983,2.494593056,0.602162777,41.97353497,28.35314634,0.618147448
29,1733,15.55164455,5.473744951,2.521061743,0.589728794,42.63502935,28.3526634,0.641878669
29,1971,15.90360223,5.460679858,2.512430238,0.569761542,42.0667854,28.3522846,0.620658949
29,1352,15.62869822,5.618343195,2.527366864,0.63387574,45.32905484,28.35224048,0.655775963
29,1738,15.37917146,5.53164557,2.5287687,0.579976985,42.9047619,28.35207183,0.636904762
29,1773,15.66553864,5.472645234,2.469261139,0.595600677,43.13731061,28.35183637,0.633522727
29,1544,15.38665803,5.455310881,2.457901554,0.626295337,43.33298862,28.35169502,0.634953464
29,1647,15.36733455,5.420157863,2.467516697,0.625379478,42.51941748,28.35124532,0.630097087
29,1418,15.56981664,5.426657264,2.528913963,0.617066291,44.92571429,28.35078106,0.660571429
29,1765,15.65779037,5.415864023,2.520113314,0.598866856,42.48155156,28.35075039,0.632923368
29,1397,15.41947029,5.376521117,2.476735863,0.630637079,44.54937571,28.34968539,0.648127128
29,1681,15.29863177,5.46281975,2.484235574,0.619274242,42.13832853,28.34892619,0.614793468
29,1348,15.85756677,5.502967359,2.540801187,0.62388724,44.94887039,28.34857016,0.64803805
29,1454,15.34112792,5.506877579,2.526822558,0.632737276,42.48586957,28.34825046,0.616304348
29,2085,15.71798561,5.510791367,2.553477218,0.541966427,42.18053097,28.34788272,0.636283186
29,1685,15.41246291,5.424332344,2.540652819,0.587537092,43.43131313,28.34777574,0.648484848
29,1444,15.42520776,5.49099723,2.547091413,0.61565097,43.24296963,28.34745644,0.640044994
29,1621,15.66070327,5.350400987,2.518815546,0.603331277,43.21676892,28.34687979,0.623721881
29,1304,15.23159509,5.55904908,2.521472393,0.64493865,44.32342449,28.34666413,0.640903686
29,1725,16.00811594,5.432463768,2.513043478,0.592463768,42.63600783,28.3463709,0.62035225
29,1597,15.12836569,5.532874139,2.493425172,0.619912336,42.14545455,28.34635298,0.622222222
29,1855,15.78274933,5.42425876,2.498652291,0.580053908,42.56598513,28.34617098,0.628252788
29,1530,15.35947712,5.433986928,2.481045752,0.628104575,43.27887617,28.34521677,0.632674298
29,1747,15.43903835,5.491127647,2.509444762,0.595878649,43.3506244,28.34521093,0.640730067
29,1896,15.4092827,5.369725738,2.476793249,0.580168776,42.58090909,28.34510129,0.642727273
29,1534,15.48239896,5.421121252,2.537809648,0.605606258,43.68891281,28.34449971,0.644779333
29,1949,15.58337609,5.512057465,2.484350949,0.589533094,42.76588338,28.3443857,0.636205396
29,1905,15.36955381,5.484514436,2.519160105,0.567979003,42.73290203,28.34353497,0.645101664
29,1513,15.74752148,5.456708526,2.485789822,0.625247852,44.58668076,28.3429002,0.657505285
29,1496,15.68382353,5.479278075,2.556149733,0.60828877,43.08351648,28.3413045,0.631868132
29,1428,16.17156863,5.539215686,2.487394958,0.628851541,44.97104677,28.34032796,0.651447661
29,1949,15.36428938,5.555156491,2.532580811,0.569009749,42.11632101,28.33926099,0.618575293
29,1665,15.19039039,5.541741742,2.528528529,0.607807808,41.71343874,28.33899805,0.618577075
29,1739,15.42840713,5.58079356,2.517538815,0.592869465,42.55868089,28.33832014,0.62657614
26,127,17.12598425,5.464566929,2.535433071,0.771653543,46.18367347,28.33829035,0.653061224
29,1677,15.39952296,5.436493739,2.487179487,0.599284436,43.44278607,28.33809749,0.651741294
29,1154,15.63258232,5.486135182,2.527729636,0.637781629,45.51630435,28.33804213,0.669836957
29,2104,15.83079848,5.422528517,2.508555133,0.561787072,41.63620981,28.33732291,0.62605753
29,2014,15.45034757,5.594836147,2.482125124,0.571002979,42.25043478,28.33674594,0.623478261
29,1665,15.77237237,5.422222222,2.530930931,0.599399399,42.91082164,28.33668942,0.643286573
29,1842,15.46362649,5.48534202,2.492942454,0.590119435,43.38362466,28.33665394,0.653173873
29,1720,15.60697674,5.421511628,2.463372093,0.604069767,43.30510106,28.33647749,0.656400385
29,1655,15.40181269,5.532930514,2.471903323,0.603625378,44.62962963,28.3362462,0.664664665
29,1407,15.77043355,5.565031983,2.52594172,0.623312011,45.22006842,28.33557324,0.663625998
29,1456,15.47458791,5.451236264,2.531593407,0.615384615,43.37053571,28.33504615,0.639508929
29,1360,15.18676471,5.511764706,2.470588235,0.647058824,45.1,28.33408685,0.6625
29,1440,15.48888889,5.452777778,2.519444444,0.619444444,44.33071749,28.33350046,0.646860987
29,1187,15.03454086,5.49957877,2.49283909,0.666385847,43.70164349,28.33286743,0.642225032
29,1587,15.23755514,5.676118463,2.528040328,0.612476371,42.4537037,28.33270985,0.644032922
29,1564,15.44245524,5.542199488,2.453324808,0.628516624,43.4069176,28.332425,0.637843337
29,1725,15.70724638,5.445217391,2.548405797,0.581449275,43.0219342,28.33224462,0.640079761
29,1776,15.55630631,5.545608108,2.484234234,0.608108108,42.38611111,28.33148139,0.62037037
29,1730,15.57398844,5.387283237,2.53699422,0.595953757,41.67992241,28.33040794,0.605237633
29,823,15.85419198,5.613608748,2.62818955,0.67436209,44.59279279,28.32814329,0.645045045
29,1753,15.69880205,5.464346834,2.518539646,0.59155733,43.32015429,28.32781266,0.638379942
29,1415,15.40565371,5.464310954,2.50459364,0.647349823,42.96069869,28.32768028,0.626637555
29,1537,15.56603774,5.337670787,2.466493169,0.635653871,43.46468782,28.32732837,0.64790174
29,1819,15.85816383,5.40846619,2.470588235,0.600879604,43.47026532,28.3270778,0.635864593
29,2000,15.3105,5.4155,2.511,0.5695,41.64881475,28.32639174,0.623353819
29,2283,15.45466491,5.571616294,2.514673675,0.532632501,41.86266447,28.32626005,0.639802632
29,1266,15.45655608,5.481832543,2.470774092,0.642180095,45.54858549,28.3255905,0.658056581
29,1279,15.31039875,5.580140735,2.527756059,0.636434715,45.35257985,28.32550669,0.667076167
29,1408,15.14914773,5.500710227,2.525568182,0.629261364,44.56207675,28.32483261,0.658013544
29,1914,15.64315569,5.553291536,2.47753396,0.579937304,42.70990991,28.32464429,0.62972973
29,2347,15.41670217,5.551342139,2.495526204,0.539838091,39.78058406,28.32430396,0.595895817
29,1758,15.41183163,5.409556314,2.5221843,0.58589306,43.16019417,28.32421224,0.63592233
29,1484,15.40229111,5.495283019,2.48180593,0.618598383,44.27124183,28.3233291,0.659041394
29,1873,15.43993593,5.580352376,2.510411105,0.59049653,41.95840868,28.32324864,0.616636528
29,1880,15.23776596,5.52393617,2.492553191,0.584574468,42.92629663,28.32212941,0.650591447
29,1688,15.41883886,5.633886256,2.462677725,0.624407583,42.471537,28.32186203,0.625237192
29,1833,15.35788325,5.5400982,2.511729405,0.574468085,43.71320038,28.32117177,0.662867996
29,1504,15.20345745,5.535904255,2.497340426,0.633643617,43.8656873,28.32069514,0.641133263
29,1843,15.08518719,5.393922952,2.453065654,0.596310364,43.41856233,28.32039983,0.649681529
29,1672,15.69557416,5.593899522,2.488636364,0.613636364,43.25925926,28.31993243,0.648148148
29,1721,15.42707728,5.587449157,2.489250436,0.615920976,42.47075472,28.31983948,0.625471698
29,171,14.74269006,5.567251462,2.695906433,0.748538012,43.375,28.31932647,0.6015625
29,1927,15.50648677,5.370524131,2.48469123,0.584846912,41.90949423,28.31920888,0.621118012
29,2080,15.80144231,5.482692308,2.449038462,0.570192308,42.9915683,28.31912648,0.652613828
29,1480,15.23175676,5.393243243,2.461486486,0.644594595,43.29245283,28.31885244,0.639412998
29,1753,15.19737593,5.488305762,2.535082715,0.588134626,42.42774006,28.31868515,0.642095053
29,1996,15.52304609,5.488476954,2.538577154,0.550601202,42.49590537,28.31797609,0.630573248
29,1729,15.36726431,5.550607287,2.49739734,0.590514748,42.98334966,28.31757434,0.64446621
29,1443,15.8967429,5.494109494,2.524601525,0.633402633,43.33916849,28.31749384,0.618161926
29,1377,15.62745098,5.358750908,2.506899056,0.62962963,44.08419839,28.31741998,0.638985006
29,1477,15.39471903,5.432633717,2.508463101,0.623561273,44.37785016,28.31665872,0.661237785
29,1048,15.56679389,5.499045802,2.562022901,0.659351145,44.552822,28.31645248,0.629522431
29,1743,15.2811245,5.583476764,2.542168675,0.602409639,41.5847619,28.31642256,0.604761905
29,1342,15.32786885,5.442622951,2.552160954,0.623695976,44.47311828,28.31636561,0.647550777
29,1659,15.22001206,5.422543701,2.488245931,0.605183846,43.64741036,28.31589331,0.647410359
29,1286,15.52566096,5.390357698,2.532659409,0.640746501,44.03033981,28.31553338,0.643203883
29,1608,15.56529851,5.536691542,2.483208955,0.618781095,43.7879397,28.31548792,0.652261307
29,1626,15.63161132,5.490159902,2.483394834,0.618081181,43.44776119,28.31440772,0.637810945
29,2125,15.50541176,5.558588235,2.561882353,0.549176471,40.89888603,28.31436593,0.596401028
28,18,15.94444444,5.444444444,2.444444444,0.833333333,50.13333333,28.31422325,0.733333333
29,1634,15.35556916,5.575887393,2.488372093,0.611383109,43.61861862,28.31340657,0.647647648
29,1285,15.84747082,5.483268482,2.46770428,0.652140078,45.86754177,28.31307091,0.665871122
29,1587,15.6389414,5.507876497,2.52299937,0.621298047,43.30933063,28.31287584,0.644016227
29,1664,15.48016827,5.411057692,2.549278846,0.590745192,43.27873856,28.31229727,0.641912513
29,1542,15.42931258,5.537613489,2.470817121,0.63229572,44.14153846,28.31228878,0.643076923
29,1472,15.76019022,5.465353261,2.533288043,0.609375,44.64102564,28.31169011,0.651059086
29,1725,15.79826087,5.391304348,2.497391304,0.593623188,42.68164063,28.31059777,0.623046875
29,1814,15.26957001,5.622381477,2.446527012,0.607497244,42.98094374,28.30999092,0.648820327
29,1642,15.17295981,5.452496955,2.475639464,0.607186358,42.88365095,28.30940113,0.636910732
29,1322,15.53403933,5.568835098,2.437972769,0.658093797,45.74367816,28.30854658,0.668965517
29,1707,14.98125366,5.649091974,2.519625073,0.60456942,42.0998062,28.30820947,0.625968992
29,1806,15.41196013,5.480066445,2.411960133,0.611295681,43.76902174,28.30788665,0.655797101
29,1581,15.82163188,5.400379507,2.489563567,0.607210626,44.63645833,28.30782167,0.658333333
28,176,15.47727273,5.755681818,2.5,0.784090909,47.13768116,28.30779522,0.673913043
29,2197,15.43513883,5.466545289,2.510241238,0.553482021,41.44161184,28.30611408,0.629934211
29,1413,15.65251238,5.627034678,2.498230715,0.639065817,43.73311185,28.30591282,0.648947951
29,1277,15.72435395,5.591229444,2.467501958,0.653093187,45.11390887,28.30553118,0.678657074
29,1541,15.55029202,5.564568462,2.487345879,0.620376379,43.53451883,28.30547393,0.629707113
29,1263,15.23119557,5.417260491,2.508313539,0.63341251,45.15625,28.30535864,0.65125
29,1495,15.46755853,5.528428094,2.456187291,0.634113712,44.77531646,28.30493075,0.665611814
29,1568,15.4630102,5.556122449,2.544005102,0.603316327,43.42600423,28.30430484,0.652219873
29,1909,15.50078575,5.460974332,2.488737559,0.587742273,42.13547237,28.30403003,0.623885918
29,2201,15.26578828,5.591094957,2.500227169,0.554747842,40.43488943,28.30379795,0.595413595
29,1655,15.12870091,5.523867069,2.4918429,0.59939577,43.68850806,28.30375722,0.661290323
29,1817,15.17556412,5.49036874,2.512933407,0.592735278,41.97307335,28.30358883,0.632311978
29,1958,15.44892748,5.480081716,2.485188968,0.577630235,41.78072502,28.30353209,0.636604775
29,1520,15.39934211,5.460526316,2.515789474,0.614473684,43.96573876,28.30269897,0.650963597
29,1911,15.59236002,5.62585034,2.495552067,0.585034014,42.6332737,28.30185866,0.641323792
29,1593,15.43188952,5.374136849,2.5304457,0.615191463,42.31836735,28.30099904,0.629591837
29,1728,15.34664352,5.673611111,2.529513889,0.601273148,42.28681424,28.30038653,0.629451396
29,1613,15.78425294,5.47117173,2.534407936,0.59950403,43.78903826,28.29987607,0.63081696
26,281,15.09964413,5.583629893,2.523131673,0.754448399,45.96226415,28.2994899,0.669811321
29,1643,15.5356056,5.470480828,2.473524041,0.628119294,42.95445736,28.29902781,0.625
29,1698,15.39929329,5.59246172,2.551825677,0.591872792,42.88358209,28.29901134,0.637810945
29,1719,15.4089587,5.463641652,2.487492728,0.605584642,42.26224784,28.29816191,0.631123919
29,1697,15.3965822,5.326458456,2.547436653,0.594578668,42.15460852,28.29776972,0.625371655
29,1924,15.4002079,5.437110187,2.452702703,0.584719335,42.688,28.29753407,0.636444444
29,1859,15.6492738,5.387305003,2.511565358,0.575578268,42.7588785,28.2972626,0.638317757
29,1884,15.34129512,5.44373673,2.50955414,0.587048832,41.22694394,28.2970033,0.597649186
29,1643,15.45648205,5.465611686,2.513694461,0.608034084,42.17017017,28.2964742,0.624624625
29,2126,15.49200376,5.472248354,2.47883349,0.565851364,41.25187032,28.29554452,0.614297589
29,1489,15.59167226,5.58226998,2.472800537,0.640698455,42.66666667,28.29495374,0.63836478
29,1804,15.05155211,5.559312639,2.530487805,0.585920177,41.73509934,28.29427725,0.630085147
29,1436,15.52924791,5.55362117,2.520194986,0.644846797,42.73866091,28.29425987,0.626349892
29,1720,15.94244186,5.48255814,2.552906977,0.581976744,43.40859141,28.29229376,0.641358641
29,1565,15.75271565,5.531629393,2.518210863,0.619169329,42.53869969,28.29148017,0.626418989
29,693,15.02164502,5.484848485,2.473304473,0.698412698,48.66115702,28.29124007,0.708677686
29,1677,15.07692308,5.514013119,2.506857484,0.612403101,42.14800389,28.29111928,0.622200584
29,1746,15.2416953,5.506872852,2.48510882,0.601947308,42.64414843,28.29102014,0.645099905
29,1540,15.31883117,5.411688312,2.493506494,0.619480519,43.53563941,28.29097217,0.640461216
29,2092,15.84703633,5.496175908,2.441204589,0.576481836,41.56384743,28.29058732,0.627694859
29,1968,15.80487805,5.545223577,2.506605691,0.575203252,41.66961131,28.28931049,0.60335689
29,1722,15.30255517,5.551103368,2.513356562,0.594076655,42.65591398,28.28885257,0.632453568
29,1967,15.69852567,5.431621759,2.531265887,0.559735638,42.62034514,28.28779538,0.643051771
29,1797,15.45186422,5.556483027,2.469671675,0.599888703,43.70408163,28.28776064,0.652133581
29,2036,15.33398821,5.438605108,2.535363458,0.554027505,41.92464539,28.28657058,0.617907801
29,1397,15.56263422,5.485325698,2.491052255,0.639226915,42.37290034,28.28607115,0.619260918
29,1393,15.37903805,5.632447954,2.530509691,0.626704953,42.82130584,28.28520628,0.632302405
29,1681,15.90838786,5.496133254,2.496728138,0.604402142,43.34744094,28.28493922,0.625984252
29,1456,15.61126374,5.627747253,2.46771978,0.628434066,45.77486339,28.28430262,0.687431694
29,1782,15.53928171,5.551066218,2.461279461,0.607744108,42.31209603,28.28405087,0.641735919
29,1942,15.6807415,5.452626159,2.452626159,0.593717817,43.18386817,28.28351963,0.647875108
29,2034,15.73451327,5.496066863,2.498033432,0.566863324,42.30529055,28.28342016,0.633130963
27,158,15.5,5.430379747,2.360759494,0.772151899,46.80327869,28.28299707,0.647540984
29,2310,15.66060606,5.452813853,2.513419913,0.532467532,41.85284553,28.28099681,0.628455285
29,1763,15.75950085,5.540555871,2.490073738,0.600113443,42.85160681,28.2809881,0.629489603
29,2160,15.76712963,5.555555556,2.505555556,0.55787037,42.1593361,28.28073854,0.626556017
29,1647,15.53673345,5.588342441,2.491196114,0.61627201,42.56748768,28.28010653,0.627586207
29,1896,15.5907173,5.555379747,2.47521097,0.591244726,42.06155219,28.2798318,0.624442462
29,1550,15.69612903,5.40516129,2.5,0.627096774,43.86213992,28.27949235,0.645061728
29,1592,15.53077889,5.464824121,2.478643216,0.619974874,43.95339412,28.27871023,0.653495441
29,1546,15.49417853,5.550452781,2.478654592,0.627425614,43.31340206,28.27826359,0.62371134
29,1517,15.80883322,5.608437706,2.530652604,0.619644034,43.63404255,28.27813537,0.654255319
29,1394,15.66355811,5.610473458,2.539454806,0.635581062,43.30812641,28.27777633,0.637697517
29,1909,15.13410162,5.492928235,2.52173913,0.571503405,42.94958753,28.27730032,0.64619615
29,1696,15.24233491,5.535966981,2.451650943,0.617334906,42.45081184,28.2767533,0.635148042
29,1925,15.13818182,5.45974026,2.49038961,0.564155844,42.51473297,28.27598131,0.639042357
29,1543,15.35644848,5.724562541,2.515230071,0.628645496,42.43505155,28.27508263,0.62371134
29,1399,15.33881344,5.427448177,2.487491065,0.639027877,43.549217,28.27483369,0.638702461
29,2052,15.5331384,5.497563353,2.486354776,0.567251462,42.20017182,28.27326974,0.633161512
29,1653,15.52026618,5.515426497,2.501512402,0.605565638,43.46353646,28.2722995,0.645354645
29,1579,15.31538949,5.492083597,2.479417353,0.619379354,43.74335378,28.27219252,0.646216769
29,1644,15.29014599,5.487226277,2.486618005,0.611313869,42.92238806,28.27204824,0.649751244
29,1622,15.52281134,5.376078915,2.506165228,0.603575832,42.68130746,28.27195146,0.635342186
20,25,11.6,5.52,2.04,0.76,43.05263158,28.27144945,0.684210526
29,1523,15.23506238,5.371634931,2.539724228,0.6112935,42.95596133,28.27121326,0.620837809
29,1968,15.48831301,5.547764228,2.484756098,0.576727642,42.27753304,28.27113586,0.627312775
29,1611,15.72253259,5.35505897,2.541899441,0.594661701,43.61273486,28.27106671,0.646137787
29,1908,15.92976939,5.546121593,2.508385744,0.580188679,42.26467931,28.27105704,0.615176152
29,1641,15.44850701,5.553321146,2.492382693,0.606946984,44.01907631,28.27102566,0.653614458
29,1826,15.39375685,5.417853231,2.524644031,0.576122673,42.16064639,28.27033846,0.631178707
29,1612,15.34057072,5.513027295,2.469602978,0.614764268,44.08980827,28.2701793,0.650857719
29,1342,15.7071535,5.528315946,2.535767511,0.63338301,43.86823529,28.27013479,0.636470588
29,1632,15.48284314,5.523897059,2.534926471,0.603553922,43.46091371,28.26958536,0.637563452
29,1771,15.52795031,5.563523433,2.549407115,0.586109543,42.03660886,28.26917401,0.626204239
28,1283,15.40218239,5.559625877,2.466874513,0.652377241,45.8339307,28.26904059,0.669056153
29,2028,15.54635108,5.49852071,2.507889546,0.572485207,40.59431525,28.26805073,0.605512489
29,1705,15.34486804,5.353665689,2.456891496,0.595307918,43.76650246,28.26741946,0.656157635
29,1652,15.80024213,5.500605327,2.485472155,0.603510896,44.45636911,28.26693174,0.674022066
29,1879,15.74773816,5.489089941,2.525279404,0.566790846,43.057277,28.26677934,0.655399061
29,1917,15.46218049,5.47209181,2.457485655,0.590505999,42.15547703,28.26586291,0.63869258
29,1119,15.28150134,5.547810545,2.520107239,0.667560322,44.51807229,28.26546188,0.634538153
29,1472,15.49592391,5.502038043,2.495244565,0.629076087,44.22030238,28.26498279,0.650107991
29,1808,15.56028761,5.549225664,2.472345133,0.594026549,42.96648045,28.26487012,0.641527002
29,1915,15.60313316,5.620887728,2.480417755,0.578067885,43.27913279,28.26484068,0.639566396
29,1980,15.22171717,5.464646465,2.488383838,0.562121212,43.32345013,28.26483118,0.659478886
29,2085,15.62685851,5.512230216,2.508872902,0.558273381,41.94931271,28.26459567,0.627147766
29,1184,15.4214527,5.527027027,2.527871622,0.644425676,44.18479685,28.26433494,0.652686763
29,842,15.53562945,5.619952494,2.536817102,0.697149644,45.95400341,28.26410542,0.67802385
29,1960,15.49897959,5.407142857,2.51377551,0.565816327,42.2587917,28.26378975,0.639314698
29,1699,15.24896998,5.430841672,2.470865215,0.616833431,41.98187023,28.2631693,0.625954198
29,1754,15.94469783,5.60604333,2.475484607,0.603192702,43.72589792,28.26316574,0.657844991
29,1387,15.49675559,5.476568133,2.503244412,0.635904831,43.83900227,28.26305688,0.641723356
29,1691,15.40567711,5.531046718,2.551153164,0.596096984,41.69543651,28.26181852,0.617063492
29,2240,15.725,5.565178571,2.503571429,0.542410714,41.8617284,28.26126593,0.626337449
29,2354,15.31605777,5.491079014,2.522939677,0.524214104,41.51539708,28.26060807,0.640194489
29,1498,15.26301736,5.451935915,2.52870494,0.612149533,43.90185387,28.25853751,0.643402399
27,467,15.67023555,5.625267666,2.496788009,0.732334047,46.52046784,28.25830564,0.666666667
29,1496,15.75668449,5.551470588,2.539438503,0.624331551,42.96895075,28.25796229,0.620985011
29,1816,15.53359031,5.498348018,2.509361233,0.585352423,42.49764817,28.25658839,0.622765757
29,1629,15.38121547,5.534683855,2.492940454,0.621853898,42.54096742,28.25556628,0.633761106
29,1943,15.51930005,5.431806485,2.528049408,0.582089552,40.18567639,28.25533089,0.599469496
29,1810,15.75690608,5.492265193,2.528729282,0.575138122,42.89048991,28.25504577,0.643611912
29,1830,15.54808743,5.473224044,2.550273224,0.579234973,42.00471698,28.25472587,0.624528302
29,1768,15.67590498,5.654411765,2.496040724,0.597850679,43.00189215,28.25408921,0.628192999
29,1827,15.43295019,5.429666119,2.468527641,0.580733443,43.93590952,28.2540303,0.671065033
29,1986,15.63645519,5.47633434,2.520644512,0.567472306,41.91126886,28.25400405,0.624667258
29,1642,15.6455542,5.482338611,2.485992692,0.606577345,43.88052209,28.25353239,0.646586345
29,1509,15.23989397,5.46785951,2.497680583,0.618952949,43.2987152,28.25306059,0.64882227
29,2123,15.94394724,5.490814885,2.509185115,0.553933114,41.44897959,28.25234223,0.62414966
29,1395,15.42150538,5.513261649,2.489605735,0.638709677,43.29292929,28.25212621,0.631874299
29,1405,15.39644128,5.361565836,2.503914591,0.63772242,43.57477679,28.25065362,0.642857143
29,1759,15.23592951,5.415008528,2.422967595,0.608868675,43.5210084,28.24967583,0.653594771
29,1534,15.99152542,5.618644068,2.474576271,0.625162973,44.40980188,28.24804292,0.648592284
29,2041,15.59284664,5.521803038,2.470847624,0.585007349,41.76298157,28.24601425,0.62479062
29,2016,15.59325397,5.422123016,2.501984127,0.57093254,41.9287576,28.24584861,0.619461338
29,1833,15.48990726,5.469721768,2.556464812,0.575013639,40.72960152,28.24529537,0.614800759
29,1888,15.53813559,5.398834746,2.530720339,0.57309322,42.11922366,28.24499039,0.621072089
29,1785,15.57030812,5.510364146,2.530532213,0.591596639,42.5,28.24496768,0.62405303
29,1916,15.62212944,5.520876827,2.530271399,0.584029228,41.13226095,28.24475232,0.613941019
29,1612,15.60794045,5.407568238,2.430521092,0.638337469,42.86005831,28.2440698,0.634596696
29,1774,15.32750846,5.550732807,2.487598647,0.589627959,44.09273423,28.24347331,0.652963671
29,1678,15.11620977,5.427294398,2.511323004,0.603694875,42.65844028,28.24329331,0.636722606
29,1629,15.28667894,5.478821363,2.481890731,0.61694291,42.95323383,28.24280753,0.635820896
29,1782,15.38720539,5.409090909,2.503928171,0.604377104,41.33611885,28.24189072,0.608170845
29,1476,15.39159892,5.354336043,2.476287263,0.637533875,42.94686504,28.24161226,0.62911796
29,1233,15.51419303,5.309002433,2.482562855,0.653690187,44.47890819,28.2414422,0.642679901
29,1827,15.21455939,5.425287356,2.489326765,0.579638752,44.52785647,28.24076088,0.674220963
29,1722,15.46399535,5.555168409,2.504645761,0.614401858,42.16824197,28.24048727,0.61342155
29,1800,15.79,5.497222222,2.470555556,0.596666667,43.0726257,28.24048529,0.645251397
29,2072,15.19256757,5.564671815,2.461389961,0.584942085,40.6650165,28.24041526,0.607260726
29,1926,15.63759086,5.524402908,2.497403946,0.57788162,43.13926325,28.23990579,0.648697215
29,1867,15.48580611,5.596679164,2.479378682,0.59453669,41.71171171,28.23972714,0.621621622
29,1775,15.28056338,5.482253521,2.509859155,0.592112676,42.05803996,28.23927457,0.631779258
29,1834,15.58887677,5.508178844,2.493456925,0.591057797,41.93542435,28.23920838,0.620848708
29,1216,15.45230263,5.4375,2.469572368,0.651315789,46.23863636,28.23904412,0.678030303
29,1683,14.94177065,5.449197861,2.512774807,0.590612002,43.65090543,28.23830158,0.649899396
29,1758,15.35779295,5.55745165,2.487485779,0.585324232,43.60641399,28.23827875,0.653061224
29,1593,15.50847458,5.463276836,2.494664156,0.603892028,45.05405405,28.23826802,0.672557173
29,1755,15.46894587,5.552706553,2.527635328,0.589173789,43.18085106,28.23822015,0.633462282
29,2089,15.50646242,5.50454763,2.458592628,0.57204404,41.92719665,28.23784282,0.627615063
29,1514,15.11030383,5.531704095,2.468295905,0.63011889,41.77148847,28.23607912,0.619496855
29,1693,15.246899,5.451860602,2.492616657,0.600708801,42.44837758,28.23557293,0.622418879
29,1540,15.12792208,5.45974026,2.476623377,0.637662338,42.39918534,28.23238934,0.635437882
29,1766,15.47395243,5.578142695,2.48810872,0.594563986,43.45904762,28.23233208,0.655238095
29,2040,15.85735294,5.406372549,2.524509804,0.565686275,41.15944541,28.23179766,0.6152513
29,1420,15.34295775,5.345070423,2.516901408,0.621830986,43.77689694,28.23153077,0.648924122
29,2060,15.25533981,5.518932039,2.478640777,0.582038835,40.04753962,28.23086747,0.596330275
29,1514,15.65521797,5.495376486,2.517173052,0.615587847,43.45064378,28.23072671,0.645922747
29,1542,15.36770428,5.453955901,2.492217899,0.628404669,42.7244582,28.22993382,0.632610939
29,2153,15.26753367,5.457036693,2.459359034,0.567580121,41.82651391,28.22985712,0.640752864
29,1650,15.46727273,5.582424242,2.526666667,0.611515152,42.05351833,28.22909941,0.633300297
29,1812,15.84050773,5.486754967,2.529249448,0.592715232,42.18808194,28.2279697,0.608007449
29,2042,15.42605289,5.328109696,2.536238981,0.549951028,41.40249332,28.22793766,0.64381122
29,1817,15.13703908,5.384149697,2.503577325,0.587782058,41.8164794,28.22771956,0.616104869
29,1880,15.39361702,5.454787234,2.479255319,0.595744681,41.04464286,28.2274334,0.617857143
29,1586,15.78499369,5.617276166,2.467843632,0.627364439,43.96281407,28.22733282,0.64321608
29,1944,15.44753086,5.492798354,2.50154321,0.574074074,42.66577061,28.22723826,0.650537634
29,2200,15.55045455,5.593181818,2.510909091,0.546363636,41.07321131,28.22715574,0.621464226
29,1520,15.19802632,5.526315789,2.463815789,0.634868421,43.11295337,28.22668112,0.651813472
29,2033,15.54795868,5.583374324,2.497786522,0.569601574,42.03454231,28.22658993,0.635578584
29,1966,15.9242116,5.533062055,2.474059003,0.583418108,41.95466434,28.22645341,0.62510898
29,1821,15.37506864,5.436573311,2.521691378,0.5815486,41.87913126,28.22557208,0.615675165
29,1907,15.63240692,5.524908233,2.527530152,0.570005244,42.72769089,28.22556794,0.631094756
29,1855,15.43396226,5.484636119,2.492722372,0.588140162,41.73510541,28.22476051,0.626947754
29,1232,15.29626623,5.601461039,2.523538961,0.663149351,43.70624235,28.22297202,0.6499388
29,1451,15.84011027,5.60923501,2.504479669,0.630599586,44.63715847,28.22280718,0.66010929
