step,initial_population,mean_ini_sugar,mean_ini_vision,mean_ini_metabolism,rate_survive,avg_sugar,dev_sugar,rate_increasable
29,832,15.46033654,5.610576923,2.552884615,0.667067308,48.41801802,30.34372939,0.675675676
29,548,15.75729927,5.691605839,2.541970803,0.682481752,49.29411765,30.3428862,0.687165775
29,648,15.7037037,5.356481481,2.50308642,0.700617284,47.84140969,30.34272887,0.658590308
29,1084,15.40129151,5.542435424,2.453874539,0.672509225,46.27297668,30.34261043,0.651577503
29,1020,15.74509804,5.462745098,2.55,0.642156863,46.82900763,30.34230928,0.647328244
29,459,14.82570806,5.579520697,2.546840959,0.755991285,45.80979827,30.3421456,0.645533141
29,953,15.10493179,5.345225603,2.482686254,0.670514166,47.55555556,30.34131281,0.658841941
29,898,15.74164811,5.559020045,2.521158129,0.669265033,48.17803661,30.3403458,0.645590682
29,857,15.96616103,5.52042007,2.47957993,0.681446908,49,30.33879593,0.674657534
29,863,15.603708,5.418308227,2.472769409,0.682502897,47.82682513,30.33846305,0.66893039
28,490,15.75918367,5.442857143,2.514285714,0.732653061,47.23398329,30.33833174,0.662952646
29,609,15.44170772,5.566502463,2.479474548,0.748768473,46.56798246,30.33816342,0.622807018
29,927,15.79072276,5.429341963,2.471413161,0.705501618,45.10397554,30.33778517,0.636085627
29,797,15.5608532,5.376411543,2.468005019,0.698870765,48.80969479,30.33754434,0.687612208
29,741,15.94062078,5.399460189,2.464237517,0.69365722,50.25875486,30.33749684,0.692607004
29,427,15.26229508,5.433255269,2.608899297,0.707259953,47.98013245,30.33631426,0.688741722
29,553,15.28028933,5.78119349,2.508137432,0.741410488,47.56585366,30.33491625,0.648780488
29,855,15.4,5.429239766,2.522807018,0.671345029,47.66550523,30.33442964,0.672473868
29,740,16.11486486,5.3,2.575675676,0.691891892,45.41601563,30.33325627,0.615234375
29,355,14.58309859,5.391549296,2.484507042,0.723943662,50.22178988,30.33216875,0.704280156
29,946,14.87843552,5.520084567,2.440803383,0.669133192,48.44075829,30.33165902,0.693522907
28,596,15.38758389,5.543624161,2.459731544,0.739932886,46.98866213,30.33138726,0.653061224
29,986,15.0040568,5.457403651,2.52535497,0.675456389,44.38138138,30.33138103,0.621621622
29,653,15.61715161,5.330781011,2.473200613,0.701378254,48.40611354,30.32920983,0.665938865
29,895,15.67597765,5.411173184,2.498324022,0.667039106,47.52428811,30.32693494,0.663316583
29,988,15.29554656,5.325910931,2.458502024,0.658906883,49.34101382,30.32679178,0.695852535
29,733,15.33697135,5.496589359,2.477489768,0.690313779,47.64822134,30.32599719,0.666007905
29,882,15.59297052,5.376417234,2.509070295,0.691609977,45.65245902,30.32409289,0.637704918
29,769,15.15474642,5.533159948,2.579973992,0.685305592,46.15180266,30.32215668,0.639468691
27,284,15.57394366,5.338028169,2.443661972,0.764084507,50.50691244,30.32129184,0.700460829
29,1224,15.40196078,5.304738562,2.512254902,0.645424837,45.10126582,30.3208842,0.626582278
29,882,15.45918367,5.451247166,2.585034014,0.66553288,44.36286201,30.32068956,0.628620102
29,866,16.25404157,5.546189376,2.497690531,0.68591224,49.09090909,30.32046629,0.686868687
24,27,15.51851852,5.777777778,2.481481481,0.703703704,50.21052632,30.31973862,0.789473684
29,1151,15.78279757,5.596003475,2.490008688,0.655082537,46.28912467,30.31969917,0.660477454
29,1127,15.37000887,5.485359361,2.511091393,0.641526176,47.06224066,30.31949445,0.669432918
29,706,15.42492918,5.630311615,2.450424929,0.736543909,48.28653846,30.318804,0.678846154
29,659,15.36722307,5.345978756,2.46585736,0.691957511,46.52631579,30.31837234,0.655701754
29,919,15.78563656,5.423286181,2.45484222,0.677910773,47.95505618,30.31805521,0.682182986
28,258,14.80232558,5.341085271,2.418604651,0.713178295,50.07065217,30.31727325,0.717391304
29,1061,15.2799246,5.454288407,2.429783223,0.67860509,47.95,30.31687541,0.670833333
29,624,16.15224359,5.467948718,2.610576923,0.665064103,49.31566265,30.31643295,0.674698795
29,947,15.69482577,5.616684266,2.449841605,0.678986272,48.5785381,30.31544397,0.685847589
29,763,15.15203145,5.646133683,2.543905636,0.685452163,46.93690249,30.31390428,0.653919694
29,887,15.54678692,5.650507328,2.525366404,0.677564825,47.078203,30.31345478,0.650582363
29,906,15.26821192,5.656732892,2.483443709,0.678807947,48.68780488,30.31238173,0.682926829
29,774,15.63565891,5.445736434,2.506459948,0.679586563,49.95057034,30.31091945,0.690114068
29,481,15.91891892,5.51975052,2.474012474,0.742203742,49.82072829,30.3104965,0.68627451
29,491,15.36456212,5.378818737,2.602851324,0.66191446,49.65230769,30.30909241,0.692307692
29,1260,15.15873016,5.630952381,2.526984127,0.632539683,44.77666248,30.30884256,0.644918444
28,289,15.2733564,5.62283737,2.522491349,0.761245675,48.96818182,30.30731314,0.677272727
29,1189,15.54079058,5.366694701,2.510513036,0.641715728,45.78899083,30.30719853,0.640891219
29,753,15.4687915,5.450199203,2.545816733,0.679946879,48.48828125,30.30710165,0.67578125
29,982,15.46639511,5.423625255,2.476578411,0.6700611,46.78571429,30.30707343,0.650455927
29,798,15.48746867,5.567669173,2.588972431,0.670426065,46.21308411,30.3068486,0.641121495
29,862,15.67981439,5.685614849,2.506960557,0.676334107,48.68439108,30.30684792,0.667238422
29,341,15.25219941,5.633431085,2.524926686,0.762463343,48.24230769,30.30627027,0.65
29,964,15.71887967,5.625518672,2.534232365,0.650414938,46.90909091,30.30578499,0.663476874
29,996,15.30220884,5.480923695,2.529116466,0.669678715,45.44527736,30.30571836,0.629685157
29,731,15.61969904,5.348837209,2.508891929,0.70998632,46.28709056,30.30540249,0.624277457
29,713,15.77980365,5.635343619,2.52173913,0.712482468,48.10826772,30.30499289,0.657480315
29,771,15.30090791,5.377431907,2.490272374,0.702983139,46.65682657,30.30474209,0.647601476
29,801,15.47940075,5.616729089,2.47815231,0.697877653,48.98747764,30.30427866,0.704830054
29,1075,15.56372093,5.497674419,2.458604651,0.659534884,48.66713681,30.30423523,0.672778561
29,987,15.5775076,5.464032421,2.510638298,0.66970618,47.0408472,30.30331258,0.641452345
29,450,15.93555556,5.655555556,2.548888889,0.728888889,48.64329268,30.30281753,0.670731707
29,1226,15.33523654,5.513050571,2.483686786,0.644371941,46.25696203,30.30271516,0.64556962
29,425,15.89647059,5.527058824,2.482352941,0.72,50.95098039,30.30231635,0.699346405
29,897,15.6432553,5.619843924,2.507246377,0.672240803,48.78772803,30.30171725,0.658374793
29,1227,15.27546862,5.638141809,2.508557457,0.647106764,46.60831234,30.30149437,0.653652393
29,635,15.60629921,5.450393701,2.491338583,0.732283465,47.83010753,30.30134494,0.653763441
29,461,14.97180043,5.590021692,2.535791757,0.724511931,47.33832335,30.30073337,0.685628743
29,593,15.39629005,5.487352445,2.450252951,0.70994941,51.12351544,30.30038414,0.705463183
29,994,15.46579477,5.73943662,2.432595573,0.684104628,48.72352941,30.29977917,0.692647059
29,1032,15.77422481,5.531007752,2.527131783,0.668604651,45.62028986,30.299102,0.627536232
29,678,15.4719764,5.345132743,2.516224189,0.705014749,46.39330544,30.29761732,0.640167364
29,1240,15.47741935,5.665322581,2.52016129,0.631451613,45.51085568,30.29753684,0.621966794
28,580,14.64482759,5.510344828,2.477586207,0.712068966,47.23486683,30.29587983,0.690072639
29,689,15.86937591,5.552975327,2.493468795,0.702467344,49.1053719,30.29522187,0.673553719
26,207,15.09178744,5.314009662,2.473429952,0.666666667,48.26086957,30.29521519,0.673913043
29,429,15.37296037,5.671328671,2.571095571,0.743589744,46.92789969,30.29464021,0.630094044
29,1050,15.11047619,5.542857143,2.528571429,0.666666667,43.23571429,30.29412581,0.602857143
29,693,15.77633478,5.6002886,2.506493506,0.72005772,48.91182365,30.29368034,0.681362725
29,707,15.35643564,5.562942008,2.41301273,0.710042433,49.20119522,30.29122385,0.689243028
29,381,15.2808399,5.517060367,2.50656168,0.737532808,49.53736655,30.29107941,0.676156584
29,626,15.99840256,5.523961661,2.471246006,0.728434505,50.09868421,30.29084507,0.679824561
29,788,15.67258883,5.76142132,2.557106599,0.668781726,49.15180266,30.29072866,0.669829222
29,871,15.78760046,5.344431688,2.530424799,0.654420207,48.46666667,30.28766205,0.664912281
29,908,15.54295154,5.411894273,2.47246696,0.682819383,47.31290323,30.28655008,0.653225806
29,893,15.88801792,5.546472564,2.492721165,0.696528555,47.24276527,30.28640375,0.639871383
28,494,16.12550607,5.512145749,2.544534413,0.724696356,46.58100559,30.28608461,0.631284916
29,302,14.90066225,5.298013245,2.350993377,0.758278146,48.49781659,30.28571901,0.668122271
29,473,15.71035941,5.276955603,2.549682875,0.695560254,50.05471125,30.28457585,0.674772036
29,1076,15.61431227,5.496282528,2.498141264,0.660780669,46.44866385,30.28433045,0.64416315
29,946,15.31078224,5.548625793,2.49154334,0.694503171,45.50989346,30.28432808,0.649923896
29,1105,15.36199095,5.56561086,2.530316742,0.640723982,46.02824859,30.28318571,0.655367232
29,915,15.6579235,5.53989071,2.546448087,0.677595628,46.82580645,30.28254633,0.638709677
29,148,14.83108108,5.304054054,2.527027027,0.702702703,54.43269231,30.28241324,0.759615385
29,504,15.28373016,5.549603175,2.466269841,0.728174603,49.58583106,30.28223551,0.705722071
29,1255,15.25657371,5.576095618,2.478884462,0.647011952,45.60837438,30.28209872,0.661330049
29,1009,15.52130823,5.400396432,2.549058474,0.648166501,45.22782875,30.2815035,0.626911315
29,715,15.87412587,5.377622378,2.475524476,0.697902098,48.78957916,30.28031376,0.689378758
29,919,15.08378672,5.377584331,2.489662677,0.674646355,47.36451613,30.27935682,0.65483871
29,775,15.50709677,5.52,2.523870968,0.707096774,46.33211679,30.27894553,0.631386861
29,790,15.30126582,5.546835443,2.517721519,0.686075949,48.42619926,30.2786977,0.667896679
29,777,15.16344916,5.505791506,2.460746461,0.719433719,47.02504472,30.27696669,0.658318426
27,189,14.7989418,5.201058201,2.46031746,0.761904762,45.70138889,30.27452017,0.638888889
29,1215,15.58518519,5.35473251,2.485596708,0.641152263,47.01668806,30.27451063,0.654685494
29,1088,15.75367647,5.566176471,2.467830882,0.661764706,47.24444444,30.27378495,0.655555556
29,990,15.74343434,5.571717172,2.460606061,0.688888889,46,30.27276876,0.640762463
27,134,15.14925373,6.111940299,2.597014925,0.73880597,46.68686869,30.2724521,0.646464646
27,101,15.56435644,5.257425743,2.465346535,0.782178218,44.12658228,30.27115369,0.594936709
29,900,15.39333333,5.52,2.488888889,0.682222222,46.71661238,30.27100785,0.659609121
28,507,15.11637081,5.236686391,2.528599606,0.715976331,47.76584022,30.27056154,0.672176309
29,717,15.37656904,5.447698745,2.447698745,0.70153417,48.05765408,30.27027417,0.681908549
29,930,15.68064516,5.458064516,2.524731183,0.689247312,45.17628705,30.27001093,0.627145086
29,1393,15.67408471,5.541995693,2.465183058,0.651830581,44.98348018,30.26998601,0.634361233
29,883,15.31370328,5.491506229,2.464326161,0.701019253,44.7641357,30.26991745,0.617124394
29,373,15.56300268,5.171581769,2.461126005,0.731903485,48.32600733,30.26986376,0.637362637
29,779,14.88061617,5.450577664,2.491655969,0.690629012,48.79925651,30.26943932,0.680297398
29,798,15.15162907,5.56641604,2.523809524,0.684210526,46.45421245,30.26832163,0.637362637
29,1370,15.59416058,5.612408759,2.535766423,0.606569343,45.59326113,30.26753245,0.646209386
29,853,15.27901524,5.525205158,2.465416178,0.672919109,49.70905923,30.26654172,0.691637631
29,908,15.0969163,5.667400881,2.50660793,0.688325991,46.544,30.26647252,0.6368
29,1024,15.69042969,5.533203125,2.502929688,0.655273438,48.70044709,30.26625109,0.669150522
29,1137,15.72031662,5.505716799,2.488126649,0.660510114,46.64980027,30.26189898,0.651131824
29,607,15.00494234,5.612850082,2.471169687,0.700164745,49.90588235,30.26183829,0.712941176
29,1252,14.94728435,5.472044728,2.488019169,0.658146965,44.2657767,30.26040877,0.639563107
27,348,15.66666667,5.514367816,2.502873563,0.755747126,46.69581749,30.2601737,0.627376426
29,999,15.47747748,5.643643644,2.47047047,0.678678679,46.94247788,30.25975084,0.65339233
29,395,15.54936709,5.392405063,2.597468354,0.683544304,49.44814815,30.25866026,0.688888889
29,809,15.42150803,5.56118665,2.454882571,0.69592089,48.73001776,30.25711183,0.692717584
29,1059,15.80075543,5.4598678,2.464589235,0.674220963,47.32352941,30.25697014,0.659663866
29,1295,15.3019305,5.542084942,2.525096525,0.627027027,45.19950739,30.25599124,0.642857143
29,614,15.12052117,5.685667752,2.473941368,0.732899023,48.16666667,30.25594237,0.655555556
29,686,15.18658892,5.440233236,2.516034985,0.683673469,48.99147122,30.2543338,0.684434968
29,655,15.19389313,5.340458015,2.467175573,0.716030534,46.97014925,30.25269579,0.650319829
29,1099,16.13011829,5.415832575,2.469517743,0.675159236,46.41239892,30.25264303,0.629380054
29,1013,15.44225074,5.509378085,2.529121422,0.649555775,46.47720365,30.25085777,0.64893617
29,846,15.40661939,5.626477541,2.496453901,0.69858156,48.56683587,30.25073497,0.656514382
28,129,15.8372093,5.620155039,2.534883721,0.782945736,50.93069307,30.25070493,0.722772277
29,722,15.30470914,5.609418283,2.475069252,0.724376731,47.87762906,30.2505555,0.673040153
29,1240,15.5016129,5.367741935,2.474193548,0.646774194,45.94513716,30.25046478,0.635910224
29,849,15.06949352,5.558303887,2.4204947,0.693757362,48.96434635,30.25037952,0.689303905
29,1141,15.26643295,5.486415425,2.461875548,0.671340929,45.77284595,30.24981986,0.627937337
29,923,15.21668472,5.581798483,2.476706392,0.686890574,46.4384858,30.24977905,0.64511041
29,929,15.41227126,5.483315393,2.515608181,0.681377826,44.89099526,30.24973791,0.625592417
29,1018,15.72789784,5.463654224,2.499017682,0.66502947,46.77104874,30.24856377,0.65140325
29,787,15.7064803,5.458703939,2.5158831,0.68360864,48.66542751,30.24843677,0.656133829
29,1182,15.91708968,5.718274112,2.468697124,0.655668359,47.12516129,30.24744761,0.658064516
29,1152,15.15190972,5.413194444,2.5,0.662326389,43.65399738,30.24568374,0.612057667
29,986,15.66125761,5.480730223,2.526369168,0.667342799,46,30.24431214,0.632218845
28,827,15.02176542,5.563482467,2.563482467,0.648125756,47.56716418,30.24107444,0.656716418
29,883,15.80407701,5.353340883,2.468856172,0.68403171,46.29304636,30.23931992,0.612582781
28,279,16.07526882,5.47311828,2.480286738,0.716845878,50.255,30.23741858,0.71
29,602,15.47508306,5.549833887,2.531561462,0.704318937,48.6745283,30.23708856,0.676886792
29,1410,15.23333333,5.557446809,2.490780142,0.634751773,44.16201117,30.2367154,0.626815642
29,391,15.50639386,5.641943734,2.514066496,0.698209719,52.6996337,30.23616419,0.732600733
29,264,16.25,5.363636364,2.515151515,0.704545455,56.19892473,30.23615518,0.768817204
29,667,15.65517241,5.587706147,2.545727136,0.689655172,46.79782609,30.23575477,0.632608696
29,778,15.22622108,5.596401028,2.582262211,0.661953728,46.41553398,30.23401194,0.648543689
29,791,14.85335019,5.566371681,2.465233881,0.700379267,47.97472924,30.23361859,0.673285199
29,483,15.58385093,5.3436853,2.534161491,0.714285714,49.59130435,30.23346049,0.686956522
29,1049,15.51858913,5.418493804,2.4957102,0.657769304,46.32463768,30.2334238,0.639130435
29,757,16.10568032,5.558784676,2.520475561,0.697490092,47.67045455,30.233144,0.662878788
29,1303,15.37989256,5.39370683,2.547198772,0.610130468,45.21257862,30.23253861,0.642767296
29,1003,15.79162512,5.469591226,2.497507478,0.666001994,46.30838323,30.23209751,0.646706587
29,952,15.3592437,5.678571429,2.495798319,0.676470588,46.04347826,30.23157852,0.644409938
29,1018,15.44990177,5.507858546,2.459724951,0.663064833,48.60444444,30.23050385,0.688888889
29,1041,15.38808838,5.455331412,2.48895293,0.674351585,46.12535613,30.22919979,0.648148148
29,1058,15.76748582,5.502835539,2.536862004,0.655954631,46.42507205,30.22874801,0.654178674
29,926,15.90280778,5.741900648,2.51187905,0.686825054,46.80974843,30.22847329,0.644654088
29,1067,15.38706654,5.451733833,2.537019681,0.637300843,47.16323529,30.22816721,0.667647059
29,981,15.27319062,5.322120285,2.525993884,0.663608563,46.21198157,30.22629387,0.637480799
29,935,15.28449198,5.478074866,2.510160428,0.667379679,47.63301282,30.22348432,0.661858974
29,894,15.34004474,5.605145414,2.495525727,0.68344519,47.53846154,30.22337186,0.674304419
29,102,15.33333333,5.333333333,2.431372549,0.794117647,48.72839506,30.22334046,0.666666667
29,1181,15.30397968,5.602878916,2.524978831,0.647756139,45.65490196,30.2230992,0.640522876
29,1185,15.62869198,5.502953586,2.490295359,0.660759494,45.85951469,30.22254512,0.62835249
29,117,15.74358974,5.41025641,2.35042735,0.777777778,49.54945055,30.22150218,0.681318681
29,254,15.47637795,5.480314961,2.456692913,0.720472441,52.15300546,30.22077335,0.743169399
27,68,16.91176471,5.176470588,2.514705882,0.661764706,50.31111111,30.2202688,0.711111111
29,919,15.99238303,5.355821545,2.463547334,0.688792165,47.36966825,30.21969917,0.646129542
29,1068,15.45973783,5.218164794,2.482209738,0.68071161,45.03163686,30.21922363,0.624484182
28,116,17.36206897,5.327586207,2.405172414,0.775862069,50.63333333,30.21921779,0.7
29,894,15.00894855,5.305369128,2.517897092,0.663310962,47.0084317,30.21904709,0.65767285
29,825,15.72848485,5.518787879,2.561212121,0.681212121,47.31672598,30.2190347,0.667259786
29,1450,15.44758621,5.242758621,2.480689655,0.616551724,46.13534676,30.21780997,0.665548098
29,958,15.42693111,5.709812109,2.48434238,0.670146138,47.16978193,30.21732241,0.668224299
29,658,15.35106383,5.452887538,2.439209726,0.711246201,48.53846154,30.21508577,0.675213675
29,1171,14.80102477,5.410760034,2.485055508,0.651579846,44.82961992,30.2148008,0.634338139
26,222,15.55405405,5.099099099,2.518018018,0.725225225,48.19254658,30.2147554,0.652173913
29,1036,15.41505792,5.595559846,2.430501931,0.681467181,48.14872521,30.21444359,0.681303116
29,1317,15.4722855,5.613515566,2.481397115,0.648443432,44.19320843,30.21418501,0.619437939
29,1316,15.4718845,5.611702128,2.544832827,0.631458967,44.86040915,30.21373276,0.636582431
29,1093,15.52698994,5.520585544,2.457456542,0.666971638,47.87105624,30.21347762,0.668038409
29,1209,15.51861042,5.496277916,2.53101737,0.634408602,45.41199478,30.21195382,0.637548892
29,1015,15.56059113,5.283743842,2.5408867,0.660098522,46.15223881,30.21177053,0.652238806
29,1031,15.58680892,5.517943744,2.461687682,0.669253152,48.73478261,30.20833479,0.685507246
29,922,15.60629067,5.519522777,2.519522777,0.688720174,45.50551181,30.20807783,0.618897638
29,757,15.40819022,5.676354029,2.520475561,0.693527081,48.02285714,30.2080485,0.67047619
29,1047,15.79178606,5.466093601,2.512893983,0.664756447,45.51293103,30.20790986,0.645114943
29,1190,15.79831933,5.511764706,2.475630252,0.662184874,45.91751269,30.20774403,0.643401015
29,955,15.42513089,5.507853403,2.454450262,0.697382199,46.13363363,30.20733135,0.629129129
29,1134,15.94885362,5.570546737,2.500881834,0.664021164,45.95086321,30.20724475,0.648074369
29,684,15.60526316,5.282163743,2.51754386,0.703216374,46.84199584,30.20540762,0.634095634
29,896,15.57924107,5.517857143,2.53125,0.6875,46.76623377,30.20456913,0.650974026
29,819,15.63369963,5.493284493,2.498168498,0.667887668,46.56855576,30.20437646,0.658135283
29,866,15.42378753,5.325635104,2.540415704,0.669745958,46.34482759,30.20405658,0.643103448
29,646,15.2120743,5.507739938,2.501547988,0.696594427,49.15555556,30.20343463,0.677777778
29,912,15.31140351,5.490131579,2.503289474,0.692982456,46.03481013,30.20330568,0.637658228
29,1081,15.84181314,5.49213691,2.512488437,0.650323774,47.51209104,30.20324427,0.672830725
29,1218,15.52216749,5.541050903,2.505747126,0.649425287,45.84070796,30.20310842,0.643489254
29,1115,15.60269058,5.502242152,2.471748879,0.667264574,45.6155914,30.20272596,0.650537634
29,1116,15.56451613,5.560035842,2.464157706,0.66218638,46.61299053,30.202149,0.650879567
29,1133,15.84819064,5.399823477,2.453662842,0.646072374,48.08469945,30.2019819,0.691256831
29,803,15.15317559,5.510585305,2.524283935,0.687422167,46.15398551,30.20185903,0.643115942
29,981,15.80020387,5.513761468,2.51783894,0.668705403,46.11585366,30.20133952,0.650914634
28,362,15.99723757,5.439226519,2.455801105,0.726519337,50.68441065,30.20103166,0.703422053
29,1299,15.60662048,5.421862972,2.473441109,0.645111624,46.04176611,30.20023852,0.655131265
29,976,15.44262295,5.521516393,2.475409836,0.675204918,47.24582701,30.20014735,0.654021244
29,565,15.67433628,5.628318584,2.587610619,0.679646018,48.85677083,30.20007791,0.677083333
29,1019,15.47693817,5.576054956,2.452404318,0.703631011,46.19107392,30.19972675,0.649930265
29,959,15.77059437,5.303441084,2.548488008,0.654848801,46.01592357,30.19922791,0.638535032
29,785,15.00382166,5.666242038,2.568152866,0.69044586,45.42619926,30.19898726,0.634686347
29,742,15.75202156,5.642857143,2.539083558,0.669811321,50.88128773,30.19760178,0.706237425
29,964,15.60062241,5.564315353,2.537344398,0.670124481,46.33591331,30.19584927,0.642414861
29,843,15.15302491,5.663107948,2.502965599,0.705812574,46.91428571,30.19578729,0.65210084
29,429,15.68997669,5.552447552,2.536130536,0.722610723,47.70322581,30.19498109,0.64516129
29,965,15.56994819,5.440414508,2.501554404,0.681865285,45.70212766,30.19443882,0.624620061
29,1012,15.71343874,5.639328063,2.496047431,0.668972332,47.0014771,30.19412044,0.657311669
29,812,15.25246305,5.396551724,2.520935961,0.698275862,45.38095238,30.19400504,0.62962963
27,186,14.53763441,5.424731183,2.52688172,0.731182796,47.23529412,30.19399874,0.683823529
29,1150,15.22086957,5.679130435,2.473043478,0.668695652,45.43953186,30.19290062,0.641092328
29,797,15.94730238,5.599749059,2.48055207,0.715181932,46.77719298,30.19185005,0.647368421
29,676,15.74704142,5.680473373,2.563609467,0.701183432,47.42405063,30.19183786,0.64978903
29,333,15.87687688,5.582582583,2.495495495,0.744744745,49.61693548,30.19146787,0.685483871
29,993,15.15206445,5.46223565,2.491440081,0.683786506,46.22974963,30.19142856,0.648011782
26,154,15.41558442,5.5,2.461038961,0.798701299,45.75609756,30.19101524,0.609756098
29,666,15.76876877,5.442942943,2.471471471,0.713213213,49.07157895,30.19016963,0.669473684
29,883,15.6795017,5.585503964,2.544733862,0.672706682,46.51346801,30.18929577,0.643097643
28,235,15.33191489,5.438297872,2.49787234,0.744680851,50.11428571,30.18903225,0.668571429
29,655,15.1129771,5.314503817,2.555725191,0.685496183,46.22048998,30.18903137,0.643652561
29,1077,15.69916435,5.51996286,2.453110492,0.673166202,47.82068966,30.18896952,0.666206897
28,322,14.54658385,5.248447205,2.52173913,0.677018634,49.35779817,30.18652397,0.688073394
29,709,15.66995769,5.437235543,2.458392102,0.705218618,48.482,30.18509493,0.68
29,720,15.09722222,5.6125,2.508333333,0.681944444,48.52138493,30.18401136,0.676171079
29,528,15.02083333,5.232954545,2.535984848,0.695075758,46.64305177,30.18351157,0.667574932
28,524,15.09160305,5.540076336,2.511450382,0.717557252,46.86170213,30.18312149,0.667553191
29,1132,15.54416961,5.619257951,2.47614841,0.677561837,45.1642764,30.18245866,0.619295958
29,1042,15.55758157,5.527831094,2.5,0.664107486,46.77456647,30.18243689,0.657514451
29,704,15.59090909,5.536931818,2.454545455,0.720170455,48.84418146,30.18201341,0.680473373
29,1083,15.33056325,5.454293629,2.438596491,0.6611265,46.90223464,30.18199242,0.655027933
27,210,15.45238095,5.604761905,2.466666667,0.747619048,48.58598726,30.18172409,0.675159236
29,1005,15.35024876,5.487562189,2.457711443,0.670646766,48.01186944,30.18137113,0.664688427
29,1101,15.03723887,5.596730245,2.536784741,0.654859219,45.21636616,30.1813557,0.65742025
28,269,16.25650558,5.390334572,2.63197026,0.669144981,51.28333333,30.18106902,0.705555556
29,844,15.3507109,5.328199052,2.407582938,0.706161137,46.94463087,30.18083238,0.659395973
29,1095,15.90045662,5.523287671,2.534246575,0.634703196,48.63741007,30.17830364,0.686330935
29,1090,15.43669725,5.45412844,2.5,0.665137615,45.21793103,30.17722896,0.631724138
29,1106,15.48824593,5.456600362,2.565099458,0.632007233,46.80114449,30.17715979,0.6509299
29,814,14.85012285,5.352579853,2.5,0.686732187,45.78354204,30.17680304,0.66726297
29,1186,15.8920742,5.559021922,2.478920742,0.650084317,47.3385214,30.1767229,0.657587549
29,894,14.81208054,5.593959732,2.521252796,0.676733781,46.05785124,30.17643963,0.639669421
29,1127,15.37622005,5.463176575,2.519964508,0.65039929,44.92905866,30.17594831,0.639836289
29,809,15.14709518,5.758961681,2.540173053,0.68974042,46.27060932,30.1759097,0.641577061
29,663,15.65912519,5.529411765,2.455505279,0.711915535,50.87076271,30.17447905,0.718220339
29,585,15.87008547,5.488888889,2.570940171,0.709401709,48.90361446,30.17437825,0.677108434
29,1059,15.39943343,5.402266289,2.521246459,0.672332389,44.27247191,30.1742511,0.615168539
28,314,15.18789809,5.570063694,2.560509554,0.719745223,48.62831858,30.1737766,0.699115044
29,549,14.82513661,5.546448087,2.56284153,0.70856102,46.6503856,30.17348688,0.663239075
29,1045,15.76267943,5.480382775,2.511961722,0.671770335,45.63532764,30.17298307,0.635327635
29,529,14.80718336,5.241965974,2.540642722,0.724007561,44.27154047,30.17253006,0.613577023
29,994,15.72132797,5.371227364,2.509054326,0.669014085,45.58496241,30.1717336,0.627067669
29,1175,15.9506383,5.501276596,2.491914894,0.657021277,45.59585492,30.17114835,0.637305699
29,963,14.79127726,5.485981308,2.455867082,0.690550363,46.12481203,30.17061526,0.634586466
29,990,16.06363636,5.473737374,2.458585859,0.678787879,46.62202381,30.17005933,0.648809524
29,728,15.65521978,5.476648352,2.508241758,0.697802198,47.74212598,30.16931898,0.661417323
28,152,15.05921053,5.815789474,2.532894737,0.75,47.37719298,30.16925422,0.701754386
29,761,15.60578187,5.32325887,2.5282523,0.668856767,47.36738703,30.16849985,0.642436149
29,1293,15.25290023,5.440835267,2.510440835,0.644238206,43.29411765,30.16841631,0.611044418
29,376,14.61170213,5.622340426,2.569148936,0.712765957,48.35820896,30.16804445,0.682835821
29,918,15.31917211,5.644880174,2.507625272,0.681917211,46.01916933,30.16620016,0.646964856
29,1205,15.64647303,5.456431535,2.486307054,0.6406639,46.80569948,30.16600966,0.669689119
28,242,15.04132231,5.454545455,2.582644628,0.727272727,46.80681818,30.16539473,0.653409091
29,1231,15.38992689,5.436230707,2.496344435,0.639317628,46.71664549,30.16502136,0.662007624
29,987,15.36474164,5.513677812,2.450861196,0.682877406,47.48367953,30.1641453,0.661721068
29,983,15.56561546,5.511698881,2.417090539,0.702950153,46.70911722,30.16275976,0.643994211
29,887,15.71702368,5.571589628,2.538895152,0.678692221,46.61627907,30.16235493,0.637873754
29,247,15.75708502,5.307692308,2.510121457,0.71659919,51.72316384,30.16200905,0.740112994
29,992,15.99798387,5.543346774,2.514112903,0.670362903,46.00150376,30.16048936,0.630075188
28,293,15.03754266,5.324232082,2.470989761,0.744027304,48.19724771,30.16028749,0.674311927
29,1133,16.08737864,5.384819064,2.518976169,0.66548985,45.16710875,30.16028329,0.614058355
29,971,15.87023687,5.591143151,2.462409887,0.676622039,47.25570776,30.16021854,0.657534247
29,1173,15.69394714,5.63086104,2.537936914,0.649616368,45.81627297,30.15959037,0.660104987
29,779,14.9127086,5.478818999,2.456996149,0.70860077,47.4673913,30.15908856,0.675724638
29,467,15.31905782,5.627408994,2.591006424,0.725910064,47.4159292,30.15808222,0.654867257
29,811,15.98397041,5.392108508,2.528976572,0.657213317,49.46341463,30.15805908,0.699812383
29,102,16.44117647,5.274509804,2.470588235,0.725490196,56.75675676,30.15612835,0.783783784
29,678,15.47050147,5.696165192,2.592920354,0.674041298,48.10503282,30.15293469,0.667396061
29,1012,15.34189723,5.558300395,2.5256917,0.665019763,46.20356612,30.15271427,0.647845468
29,864,15.72569444,5.384259259,2.525462963,0.684027778,46.76480541,30.15132198,0.641285956
