initial_population,ini_metabolism,ini_vision,ini_sugar,step,rate_survive,avg_sugar,dev_sugar,rate_increasable
800,1,10,30,26,1,55.9325,1.914425509,1
800,1,10,25,26,1,51.1325,1.792752409,1
800,1,10,30,26,1,56.0025,1.800429305,1
800,1,10,30,26,1,56.03,1.823665868,1
800,1,10,30,26,1,55.96375,1.940913411,1
800,2,1,10,37,0.6775,20.54612546,10.85702298,0.57195572
800,1,10,25,26,1,51.08875,1.906020614,1
800,1,10,30,26,1,56.0325,1.784776045,1
800,1,10,25,26,1,51.11875,1.822443432,1
800,2,1,10,36,0.685,19.73357664,10.54676208,0.576642336
800,2,1,10,52,0.68125,23.59082569,13.15376778,0.583486239
800,2,1,10,61,0.6875,24.99818182,13.84279406,0.58
800,2,1,15,41,0.67625,26.8336414,12.72581422,0.563770795
800,2,1,10,68,0.67375,27.14100186,15.1599455,0.580705009
800,2,1,15,41,0.6775,26.08856089,10.77099455,0.575645756
800,2,1,15,53,0.69375,27.81081081,13.20862419,0.574774775
800,2,1,20,48,0.6825,32.58791209,13.00248954,0.584249084
800,2,1,15,48,0.6875,26.66545455,11.43608545,0.592727273
800,2,1,5,134,0.645,40.3255814,23.99244632,0.598837209
800,2,1,20,46,0.67,32.43097015,11.86555889,0.595149254
800,2,1,20,46,0.67375,32.59369202,12.07781605,0.564007421
800,2,1,15,41,0.6875,25.49818182,10.51441011,0.589090909
800,2,1,20,46,0.66875,32.48224299,12.16118197,0.579439252
800,2,1,20,46,0.68,32.58272059,12.68634782,0.577205882
800,2,1,25,51,0.69125,36.94213382,12.2527835,0.560578662
800,2,1,5,190,0.64,55.01367188,30.82482874,0.6171875
800,2,1,25,51,0.67625,37.85951941,12.51704937,0.598890943
800,2,1,25,51,0.69,37.27173913,12.36962787,0.577898551
800,2,1,25,51,0.6875,37.56909091,12.08416707,0.561818182
800,2,1,25,51,0.68625,38.00546448,13.3742442,0.586520947
800,2,1,30,56,0.705,41.82092199,11.85936785,0.578014184
800,2,1,30,56,0.66625,45.22701689,13.98209993,0.590994371
800,2,1,30,56,0.69,43.38586957,12.90540832,0.581521739
800,2,1,30,56,0.67875,44.55248619,14.73481795,0.574585635
800,2,2,5,44,0.73625,13.84719864,7.756525438,0.582342954
800,2,2,10,36,0.76125,16.65353038,6.815700589,0.566502463
800,2,1,30,56,0.675,45.12407407,14.65665723,0.57962963
800,2,2,10,36,0.76375,16.55319149,6.863185381,0.556464812
800,2,2,10,36,0.745,17.11241611,7.024981608,0.572147651
800,2,2,5,63,0.755,16.87251656,10.68570935,0.569536424
800,2,2,5,86,0.73125,20.70598291,10.96081353,0.586324786
800,2,2,5,84,0.7125,22.14210526,12.65824193,0.592982456
800,2,2,10,40,0.735,18.09353741,7.698520339,0.578231293
800,2,2,10,55,0.7475,20.7173913,9.581986793,0.546822742
800,2,2,5,93,0.74875,20.5375626,11.53190317,0.570951586
800,2,2,15,41,0.74375,23.45210084,7.933369925,0.586554622
800,2,2,15,41,0.74625,23.76214405,8.007989347,0.572864322
800,2,2,15,41,0.75375,22.8026534,7.531717623,0.555555556
800,2,2,15,41,0.74,23.66554054,7.640148764,0.5625
800,2,1,5,191,0.6325,57.74703557,33.22392138,0.602766798
800,2,2,20,46,0.75125,28.43427621,8.115587256,0.572379368
800,2,2,20,46,0.75125,29.49417637,8.592848734,0.572379368
800,2,2,20,46,0.76,27.85855263,7.246863268,0.583881579
800,2,2,25,51,0.72875,35.88164666,9.333532793,0.595197256
800,2,2,15,41,0.75,22.03166667,7.085737554,0.58
800,2,2,20,46,0.74625,28.61641541,7.551518707,0.599664992
800,2,2,25,51,0.75125,33.89517471,8.093865579,0.5640599
800,2,2,20,46,0.74625,29.00335008,8.171812054,0.557788945
800,2,2,25,51,0.7475,34.48327759,8.758946876,0.578595318
800,2,2,30,56,0.73125,41.17264957,9.460042355,0.584615385
800,2,2,25,51,0.72875,35.89879931,9.917098737,0.569468268
800,2,2,30,56,0.73625,41.34125637,9.332337848,0.582342954
800,2,2,30,56,0.745,40.30536913,8.844541859,0.598993289
800,2,3,5,44,0.79625,10.52276295,4.968915947,0.568288854
800,2,3,5,50,0.79375,11.57952756,5.883293711,0.563779528
800,2,2,30,56,0.75,40.185,9.165922315,0.561666667
800,2,3,5,69,0.8025,13.47975078,6.684118225,0.551401869
800,2,3,5,50,0.7925,11.72712934,5.62012202,0.559936909
800,2,3,10,43,0.7975,15.80250784,5.954974437,0.570532915
800,2,3,10,36,0.8075,14.98297214,5.216077218,0.549535604
800,2,3,5,68,0.81,12.90895062,6.348901022,0.554012346
800,2,3,10,36,0.81125,14.8366718,4.67537006,0.562403698
800,2,3,10,36,0.8,15.0625,5.04928759,0.55625
800,2,3,15,41,0.8025,20.55451713,5.638151729,0.556074766
800,2,3,10,73,0.81875,17.90687023,6.937611788,0.552671756
800,2,3,15,41,0.8275,19.3081571,4.663752126,0.549848943
800,2,2,30,56,0.725,42.01896552,10.10316315,0.586206897
800,2,2,25,51,0.7525,34.51827243,8.745837993,0.571428571
800,2,3,15,41,0.815,19.89723926,5.580043857,0.552147239
800,2,3,15,41,0.81375,19.79723502,5.018616883,0.557603687
800,2,3,15,41,0.80125,20.53822153,5.181595069,0.55850234
800,2,1,5,303,0.64,83.8515625,42.95131542,0.60546875
800,2,3,20,46,0.835,24.95359281,5.049019288,0.541916168
800,2,3,20,46,0.81,25.71141975,5.996525977,0.549382716
800,2,3,20,46,0.82375,25.1016692,5.567244106,0.543247344
800,2,3,20,46,0.805,26.52795031,5.748012963,0.545031056
800,2,3,20,46,0.7875,26.77777778,5.844689529,0.555555556
800,2,3,25,51,0.80375,31.58631415,5.681302279,0.552099533
800,2,3,25,51,0.80625,31.19844961,5.977519798,0.556589147
800,2,3,25,51,0.8,31.4921875,6.039510098,0.55
800,2,3,30,56,0.80625,36.37829457,5.91918873,0.55503876
800,2,3,30,56,0.7925,36.85804416,6.055460369,0.556782334
800,2,3,30,56,0.81125,36.30816641,5.947346996,0.550077042
800,2,3,30,56,0.8175,36.0733945,5.918341344,0.551987768
800,2,4,5,39,0.8425,8.581602374,3.721750828,0.541543027
800,2,4,5,53,0.8325,9.725225225,4.32734203,0.539039039
800,2,3,25,51,0.82625,30.81845688,6.307308751,0.541603631
800,2,3,25,51,0.79,32.36392405,6.239323365,0.545886076
800,2,4,10,38,0.8525,13.32258065,3.630316196,0.536656891
800,2,4,10,36,0.86375,12.8813314,3.461646834,0.538350217
800,2,4,5,72,0.855,10.78947368,4.798987846,0.540935673
800,2,4,10,45,0.8725,12.79083095,4.066072192,0.522922636
800,2,3,30,56,0.81875,35.83969466,6.241589808,0.554198473
800,2,4,10,52,0.85125,14.27165932,4.449841872,0.537444934
800,2,4,5,105,0.8425,14.31602374,6.731055849,0.526706231
800,2,4,15,41,0.88,17.57954545,4.005250014,0.522727273
800,2,4,10,81,0.845,16.6760355,5.80983225,0.539940828
800,2,4,15,42,0.86875,18.08776978,3.544213542,0.53381295
800,2,4,15,41,0.865,17.74132948,4.164611781,0.530346821
800,2,4,20,46,0.855,23.42690058,3.699421234,0.540935673
800,2,4,15,41,0.86125,18.47895501,3.634849259,0.541364296
800,2,4,20,46,0.8675,23.10951009,3.758526091,0.534582133
800,2,4,20,46,0.87125,22.81779053,4.079993837,0.538020086
800,2,4,20,46,0.8725,23.17191977,3.919814951,0.53008596
800,2,4,15,41,0.86625,17.79220779,3.908653125,0.538239538
800,2,4,25,51,0.85625,29.00437956,4.729679041,0.529927007
800,2,4,25,51,0.85875,28.93158661,4.519117888,0.551673945
800,2,4,25,51,0.85,29.59705882,4.218549772,0.536764706
800,2,4,25,51,0.86625,28.6017316,4.187801913,0.519480519
800,2,4,25,51,0.8625,28.52898551,4.223082657,0.539130435
800,2,4,20,46,0.8525,23.49853372,4.158126084,0.530791789
800,2,4,5,186,0.85125,18.52276065,8.42404622,0.540381791
800,2,4,30,56,0.87875,33.55334282,5.17111053,0.524893314
800,2,4,30,56,0.84625,35.02511078,4.572650416,0.539143279
800,2,4,30,56,0.83625,35.39760837,5.242079308,0.542600897
800,2,4,30,56,0.85375,34.48462665,4.923846543,0.530014641
800,2,5,10,36,0.89125,12.29032258,2.969626964,0.52454418
800,2,5,10,36,0.90375,11.66943292,2.801857928,0.521438451
800,2,5,10,36,0.895,11.88826816,3.146551326,0.520949721
800,2,5,5,75,0.8775,9.148148148,3.850003722,0.524216524
800,2,4,30,56,0.85625,34.05255474,4.558602822,0.532846715
800,2,5,5,67,0.87625,9.065620542,3.79792828,0.519258203
800,2,5,5,104,0.8675,11.83285303,5.028147461,0.543227666
800,2,5,10,36,0.905,11.92541436,2.88410831,0.519337017
800,2,5,10,57,0.8925,12.98879552,3.580747641,0.521008403
800,2,5,15,41,0.88875,17.26160338,3.240444625,0.521800281
800,2,5,15,41,0.91625,16.09004093,3.408855652,0.529331514
800,2,5,15,41,0.89875,17.45479833,3.463353903,0.52294854
800,2,5,5,99,0.8775,11.25498575,4.775316579,0.534188034
800,2,5,15,41,0.90125,16.5409154,3.05665099,0.511789182
800,2,5,20,46,0.89125,22.55259467,3.431569747,0.520336606
800,2,5,15,41,0.8925,17.45238095,3.056935405,0.519607843
800,2,5,5,153,0.8775,13.22792023,5.867720733,0.524216524
800,2,5,20,46,0.90125,22.03883495,3.467490411,0.536754508
800,2,5,20,46,0.89,22.21348315,3.625885713,0.52247191
800,2,5,25,51,0.90125,27.05686546,3.995599753,0.528432732
800,2,5,25,51,0.91,26.82554945,3.764169887,0.520604396
800,2,5,25,51,0.89875,27.0472879,3.660066862,0.538247566
800,2,5,25,51,0.89125,27.65918654,3.362922069,0.514726508
800,2,5,25,51,0.88125,27.73049645,3.34281674,0.524822695
800,2,5,20,46,0.89625,22.0125523,3.495185641,0.524407252
800,2,5,30,56,0.89,32.96910112,3.488240285,0.512640449
800,2,5,20,46,0.905,21.99723757,3.646934421,0.513812155
800,2,5,30,56,0.91875,31.13877551,3.353359554,0.51292517
800,2,5,30,56,0.8975,32.75348189,4.019715411,0.509749304
800,2,5,30,56,0.915,31.44672131,3.42616514,0.525956284
800,2,5,30,56,0.895,32.69972067,3.349238499,0.522346369
800,2,6,10,36,0.93625,10.61949266,2.528065833,0.512683578
800,2,6,10,36,0.94375,10.31788079,2.742172029,0.507284768
800,2,6,10,40,0.93875,10.74300932,2.491425509,0.5126498
800,2,6,5,91,0.89875,8.855354659,3.559474173,0.520166898
800,2,6,10,36,0.94,10.43218085,2.619841637,0.517287234
800,2,6,15,41,0.9525,14.83464567,2.602224196,0.510498688
800,2,6,15,41,0.94875,15.36363636,2.709709982,0.505928854
800,2,6,15,41,0.95125,15.03810775,2.734259949,0.503285151
800,2,6,20,46,0.9425,20.15915119,3.148156959,0.513262599
800,2,6,15,41,0.93875,15.72836218,2.685413906,0.509986684
800,2,6,15,56,0.94375,15.18145695,3.098759142,0.507284768
800,2,6,20,46,0.94625,20.22324967,2.963015143,0.507265522
800,2,6,5,149,0.9075,9.428374656,4.286591039,0.512396694
800,2,6,20,50,0.94375,20.32450331,2.849332531,0.512582781
800,2,6,5,169,0.89,11.5238764,4.715774483,0.532303371
800,2,6,5,167,0.89875,10.52851182,4.449838892,0.515994437
800,2,6,20,46,0.93875,20.78428762,2.897597762,0.513981358
800,2,6,5,148,0.89625,10.39748954,4.360134839,0.523012552
800,2,6,25,51,0.9425,25.39920424,2.649222373,0.51061008
800,2,6,20,46,0.94,20.39760638,2.902800817,0.510638298
800,2,6,25,51,0.94,25.86835106,2.978834962,0.519946809
800,2,6,25,51,0.945,25.28571429,2.940082829,0.510582011
800,2,6,25,51,0.9525,24.90682415,2.961066797,0.505249344
800,2,6,30,56,0.94,30.49601064,3.231829886,0.513297872
800,2,6,30,56,0.94625,30.12549538,2.825872048,0.511228534
800,2,6,10,115,0.93375,11.00937082,3.670207277,0.518072289
800,2,6,25,51,0.94625,25.27212682,2.956461374,0.51651255
800,2,6,30,56,0.9325,31.08176944,3.034480167,0.520107239
800,2,6,30,56,0.95125,29.56898817,2.958179588,0.513797635
800,2,6,30,56,0.94125,30.59096946,3.127609249,0.515272244
800,2,7,10,36,0.975,9.415384615,2.17684612,0.503846154
800,2,7,15,51,0.97625,13.49807939,2.818721095,0.501920615
800,2,7,15,41,0.97375,13.86136072,2.639678195,0.491655969
800,2,7,5,131,0.905,7.758287293,3.479777635,0.512430939
800,2,7,15,41,0.97875,13.76756066,2.572651771,0.505747126
800,2,7,15,68,0.97375,12.90885751,2.703546391,0.501925546
800,2,7,5,148,0.90875,8.592847318,3.618418373,0.515818432
800,2,7,15,58,0.97625,13.07682458,2.836436579,0.503201024
800,2,7,5,191,0.89625,10.25104603,4.4971766,0.523012552
800,2,7,20,46,0.975,18.75384615,2.77267486,0.505128205
800,2,7,20,46,0.98,18.43622449,2.775281152,0.507653061
800,2,7,5,201,0.90125,10.30235784,4.252464317,0.514563107
800,2,7,20,46,0.97375,18.80231065,2.744369286,0.505776637
800,2,7,20,46,0.97625,18.67605634,2.736515249,0.509603073
800,2,7,20,46,0.9775,18.6342711,2.672332165,0.501278772
800,2,7,30,26,1,29.0925,4.503253587,0.5025
800,2,7,25,51,0.97625,23.6837388,2.754223676,0.505761844
800,2,7,25,51,0.97625,23.50576184,3.050688042,0.507042254
800,2,7,10,245,0.91375,10.23939808,4.443419844,0.533515732
800,2,7,25,51,0.98125,23.21273885,2.635964131,0.510828025
800,2,7,25,51,0.98375,22.99618806,2.425214391,0.508259212
800,2,7,25,51,0.97875,23.24904215,2.655505496,0.505747126
800,2,7,5,167,0.905,9.175414365,3.896077819,0.516574586
800,2,7,30,26,1,29.02375,4.240361042,0.50875
800,2,7,30,26,1,28.81125,4.639237717,0.495
800,2,7,30,26,1,28.88,4.706728334,0.4975
800,2,7,30,26,1,28.945,4.441749252,0.50625
800,2,8,10,36,0.99,8.76010101,2.083108634,0.502525253
800,2,7,10,306,0.91375,12.35567715,5.24019292,0.511627907
800,2,8,10,36,0.9925,8.55163728,2.066481091,0.505037783
800,2,8,10,38,0.995,8.260050251,2.172199881,0.503768844
800,2,8,15,41,0.995,13.03768844,2.36666295,0.511306533
800,2,8,15,41,0.99375,13.02515723,2.530294249,0.510691824
800,2,8,15,56,0.99125,12.29886507,2.653891982,0.506935687
800,2,8,5,157,0.9,8.247222222,3.518280187,0.522222222
800,2,8,15,41,0.9925,13.18639798,2.318958842,0.511335013
800,2,7,10,272,0.9175,10.82697548,4.635856733,0.513623978
800,2,8,5,152,0.90125,8.615811373,3.659572636,0.517337032
800,2,8,20,46,0.99125,17.85624212,2.357989749,0.503152585
800,2,8,5,188,0.89875,9.635605007,3.739149299,0.532684284
800,2,8,5,125,0.91875,6.843537415,3.119553958,0.510204082
800,2,8,20,46,0.995,17.53140704,2.419578118,0.510050251
800,2,8,20,46,0.9925,17.7884131,2.549498232,0.510075567
800,2,7,10,287,0.915,11.63934426,5.302967046,0.523224044
800,2,8,20,46,0.9925,17.77833753,2.519279358,0.505037783
800,2,8,20,46,0.99375,17.70691824,2.404003784,0.510691824
800,2,8,25,51,0.9925,22.55919395,2.537416815,0.517632242
800,2,8,25,51,0.9925,22.50377834,2.659890455,0.507556675
800,2,8,15,94,0.98875,9.953223767,3.12751555,0.504424779
800,2,8,5,241,0.9,11.125,4.48436474,0.516666667
800,2,8,25,51,0.9925,22.27455919,2.839139635,0.503778338
800,2,8,25,51,0.99375,22.44402516,2.455205522,0.494339623
800,2,8,30,26,1,28.93125,2.93935762,0.5125
800,2,8,30,26,1,29.04875,3.256474969,0.51625
800,2,8,30,26,1,28.90375,2.924495988,0.50375
800,2,8,30,26,1,28.9025,2.811204785,0.5075
800,2,8,30,26,1,29.05875,2.926773983,0.5025
800,2,8,25,51,0.9925,22.62720403,2.392098277,0.510075567
800,2,8,10,278,0.90875,11.11141678,4.58046746,0.514442916
800,2,9,10,26,1,8.99125,1.947026471,0.51375
800,2,9,15,26,1,14.00625,2.047303165,0.50875
800,2,8,10,247,0.91375,9.735978112,3.966649284,0.529411765
800,2,9,15,41,0.99875,12.9787234,2.282283927,0.503128911
800,2,9,15,41,0.99875,12.99874844,2.238588088,0.508135169
800,2,9,15,41,0.99875,12.96370463,2.244443832,0.506883605
800,2,9,5,151,0.90625,7.492413793,3.182568257,0.524137931
800,2,9,5,166,0.905,8.332872928,3.349775002,0.522099448
800,2,9,15,26,1,14.05375,1.932752015,0.5225
800,2,9,5,180,0.90125,8.941747573,3.54916919,0.531206657
800,2,9,5,169,0.90375,8.293222683,3.392560868,0.525587828
800,2,9,20,26,1,19.03625,1.806658783,0.5275
800,2,9,20,46,0.99875,17.47309136,2.414755047,0.506883605
800,2,9,20,46,0.99875,17.55444305,2.33352534,0.500625782
800,2,9,20,46,0.99875,17.48060075,2.384013515,0.506883605
800,2,9,20,46,0.99875,17.53566959,2.315019451,0.509386733
800,2,9,5,216,0.90625,9.875862069,4.042390639,0.511724138
800,2,9,25,51,0.99875,22.1864831,2.353798726,0.503128911
800,2,9,30,26,1,29.0125,2.177330869,0.51125
800,2,9,25,51,0.99875,22.1902378,2.368624236,0.515644556
800,2,9,25,51,0.99875,22.18898623,2.48263722,0.503128911
800,2,9,10,230,0.915,9.213114754,3.730811206,0.519125683
800,2,9,10,245,0.91125,9.869684499,4.080006873,0.504801097
800,2,9,25,51,0.99875,22.14017522,2.543432344,0.49436796
800,2,9,30,26,1,28.995,2.123820441,0.51875
800,2,9,30,26,1,29.015,2.196772009,0.5075
800,2,9,25,51,0.99875,22.25657071,2.515217596,0.500625782
800,2,9,30,26,1,28.98125,2.177573356,0.52
800,2,9,30,26,1,29.0375,2.095610467,0.50875
800,2,10,10,26,1,9.0775,1.877738301,0.50625
800,2,10,10,26,1,8.9575,1.902687316,0.5125
800,2,10,10,26,1,9.01625,1.797226604,0.51375
800,2,10,10,26,1,9.0775,1.808475042,0.505
800,2,9,10,214,0.9175,8.995912807,3.77342393,0.510899183
800,2,10,10,26,1,9.1125,1.868611352,0.52625
800,2,10,15,26,1,14.11125,1.819481129,0.5175
800,2,10,15,26,1,14.01375,1.856170156,0.5125
800,2,10,15,26,1,14.06,1.838647814,0.50375
800,2,10,15,26,1,13.99625,2.017132114,0.50125
800,2,10,20,26,1,19.08125,1.845645265,0.505
800,2,10,15,26,1,14.05875,1.919610525,0.50875
800,2,10,20,26,1,18.9525,1.893997831,0.5175
800,2,10,20,26,1,19.0625,1.739216733,0.51
800,2,10,20,26,1,19.03875,1.825901375,0.5075
800,2,10,5,111,0.92,5.957880435,2.580854231,0.504076087
800,2,10,20,26,1,19.05125,1.82284857,0.50875
800,2,10,25,26,1,24.04875,1.795941311,0.515
800,2,10,25,26,1,23.99875,1.824941493,0.5125
800,2,10,5,130,0.91125,6.644718793,2.738357515,0.510288066
800,2,10,25,26,1,24.075,1.748054524,0.5125
800,2,10,25,26,1,23.9875,1.91165158,0.51
800,2,10,30,26,1,29.045,1.770421699,0.51625
800,2,10,5,154,0.9125,7.424657534,3.026258236,0.524657534
800,2,10,30,26,1,29.005,1.822533137,0.50375
800,2,10,30,26,1,29.01,2.03533246,0.51
800,2,10,25,26,1,23.9925,2.050658492,0.51125
800,3,1,5,168,0.12875,54.94174757,28.73060309,0.485436893
800,3,1,5,86,0.15,23.45833333,15.95471313,0.408333333
800,2,10,5,164,0.91375,7.523939808,3.015560343,0.515731874
800,2,10,30,26,1,28.98375,1.848040856,0.50375
800,3,1,5,130,0.13625,40.83486239,23.3577308,0.440366972
800,2,10,30,26,1,29.0575,1.772885403,0.505
800,3,1,5,167,0.14,49.28571429,27.24378715,0.4375
800,3,1,5,164,0.14125,46.92035398,26.59992669,0.460176991
800,3,1,10,139,0.1525,36.81967213,21.01397268,0.401639344
800,3,1,10,228,0.14625,60.5042735,35.84969195,0.401709402
800,3,1,10,183,0.1425,52.87719298,24.72293921,0.403508772
800,2,10,5,184,0.91,8.508241758,3.371527058,0.509615385
800,3,1,10,231,0.13875,66,33.51417611,0.396396396
800,3,1,15,188,0.155,46.48387097,25.2362766,0.403225806
800,3,1,15,158,0.16,37.4765625,22.57444895,0.4140625
800,3,1,15,207,0.15125,49.6446281,25.9142366,0.388429752
800,3,1,15,256,0.15375,64.15447154,34.63913084,0.406504065
800,3,1,20,178,0.1625,37.73846154,21.30966002,0.415384615
800,3,1,20,185,0.1575,41.42857143,23.29752899,0.412698413
800,3,1,20,250,0.15375,60.08130081,28.42839538,0.382113821
800,3,1,10,227,0.14,62.60714286,32.31359771,0.455357143
800,3,1,20,236,0.1525,58.17213115,30.3744381,0.393442623
800,3,1,20,267,0.1525,64.90983607,31.49052175,0.442622951
800,3,1,15,244,0.1475,62.01694915,31.62574496,0.474576271
800,3,1,25,242,0.16125,51.90697674,26.34371422,0.403100775
800,3,1,25,281,0.15375,65.33333333,33.05575684,0.398373984
800,2,9,10,307,0.91125,11.42249657,4.341511716,0.517146776
800,3,1,25,211,0.15125,47.70247934,28.50135805,0.347107438
800,3,1,25,221,0.15625,49.472,25.60449053,0.352
800,3,1,30,263,0.15625,60.368,29.71844654,0.376
800,3,1,25,293,0.15375,69.32520325,35.51483087,0.349593496
800,3,2,5,101,0.2025,21.71604938,13.74816493,0.37037037
800,3,2,5,128,0.2025,28.45061728,16.42715993,0.364197531
800,3,1,30,193,0.17,37.71323529,21.92441835,0.389705882
800,3,1,30,330,0.1625,69.50769231,34.69898154,0.392307692
800,3,1,30,240,0.15625,53.496,29.63069028,0.408
800,3,2,5,142,0.2025,30.90123457,16.16230177,0.358024691
800,3,2,5,159,0.19875,35.2327044,18.77049765,0.377358491
800,3,2,10,166,0.21375,30.69590643,16.77255937,0.385964912
800,3,2,5,116,0.20625,23.49090909,13.63756388,0.345454545
800,3,2,10,181,0.21375,32.57309942,18.10359669,0.368421053
800,3,2,10,134,0.21375,24.15789474,14.07934174,0.380116959
800,3,1,30,234,0.1575,52.23809524,27.9655298,0.373015873
800,3,2,10,200,0.21875,35.50857143,18.00793841,0.308571429
800,3,2,10,181,0.2125,33.58235294,18.76124468,0.394117647
800,3,2,15,160,0.22125,26.11299435,14.35541949,0.333333333
800,3,2,15,159,0.22,27.40340909,16.4498125,0.375
800,3,2,15,183,0.22,30.43181818,15.85779336,0.369318182
800,3,2,15,131,0.2275,21.15934066,13.18051029,0.318681319
800,3,2,20,193,0.22375,31.73743017,17.5189559,0.324022346
800,3,2,20,163,0.22125,27.18079096,14.53526564,0.338983051
800,3,2,20,221,0.215,35.23837209,17.21437363,0.331395349
800,3,2,25,174,0.2225,26.50561798,14.00171385,0.337078652
800,3,2,15,162,0.2175,28.51149425,17.10955468,0.356321839
800,3,2,25,198,0.22,31.36931818,15.37920569,0.346590909
800,3,2,25,216,0.22125,34.09039548,16.69079661,0.350282486
800,3,2,25,215,0.225,31.86666667,15.25917619,0.344444444
800,3,2,20,146,0.2325,20.80645161,12.96920099,0.333333333
800,3,2,30,206,0.21875,32.38857143,16.09518689,0.331428571
800,3,2,25,235,0.22125,37.22033898,18.26297901,0.327683616
800,3,2,30,194,0.235,25.79255319,14.67562087,0.361702128
800,3,3,5,78,0.23,14.5923913,9.167067854,0.342391304
800,3,2,30,162,0.2325,22.62365591,13.37032938,0.344086022
800,3,2,30,144,0.235,18.56382979,11.34821573,0.335106383
800,3,3,5,98,0.22875,17.89617486,10.55207581,0.338797814
800,3,2,20,188,0.21375,31.98830409,18.13056837,0.380116959
800,3,3,5,99,0.22875,17.23497268,9.27447643,0.355191257
800,3,2,30,184,0.22625,25.45303867,15.26230848,0.348066298
800,3,3,5,112,0.2225,20.07865169,11.83476132,0.421348315
800,3,3,10,116,0.24125,16.38341969,9.441052572,0.357512953
800,3,3,10,96,0.24375,13.47179487,7.707472232,0.323076923
800,3,3,10,129,0.235,20.42553191,10.51710027,0.313829787
800,3,3,10,142,0.23125,24.18378378,12.58789777,0.324324324
800,3,3,10,129,0.23625,19.24867725,9.667149949,0.35978836
800,3,3,15,142,0.245,19.35714286,10.33465666,0.352040816
800,3,3,5,128,0.225,23.52222222,12.03275583,0.366666667
800,3,3,15,151,0.24,21.73958333,10.94703555,0.328125
800,3,3,15,113,0.24375,15.53333333,8.470243042,0.297435897
800,3,3,15,156,0.24125,22.0880829,11.08713185,0.310880829
800,3,3,20,116,0.245,15.21428571,8.379156068,0.301020408
800,3,3,20,133,0.25125,16.62189055,8.859814807,0.288557214
800,3,3,20,149,0.2425,18.93814433,9.847347222,0.298969072
800,3,3,25,132,0.24875,15.3919598,8.722265464,0.326633166
800,3,3,15,127,0.2425,17.85051546,10.47243234,0.345360825
800,3,3,20,177,0.24125,24.5388601,11.70291064,0.321243523
800,3,3,25,153,0.25,19.41,9.866541604,0.3
800,3,3,20,117,0.245,15.98979592,9.05764434,0.306122449
800,3,3,25,143,0.2525,15.87128713,8.707134795,0.326732673
800,3,4,5,52,0.22875,8.983606557,5.721057508,0.344262295
800,3,3,25,164,0.2425,20.90206186,11.35328561,0.355670103
800,3,3,30,119,0.2425,14.32474227,7.369781894,0.283505155
800,3,3,30,134,0.25625,14.31219512,7.738375061,0.336585366
800,3,3,30,177,0.25125,19.56218905,9.8771131,0.323383085
800,3,4,5,60,0.22875,10.7704918,5.816970557,0.349726776
800,3,3,30,121,0.25125,13.55721393,7.56888104,0.333333333
800,3,4,5,49,0.22625,8.972375691,5.336906032,0.342541436
800,3,4,5,45,0.2225,8.54494382,5.286236499,0.331460674
800,3,3,25,148,0.245,18.74489796,9.687222591,0.321428571
800,3,4,10,80,0.245,11.37755102,5.807184421,0.321428571
800,3,3,30,178,0.24875,21.05527638,10.4229719,0.346733668
800,3,4,10,91,0.24375,12.67692308,6.818957109,0.317948718
800,3,4,10,114,0.24375,16.24102564,7.917640423,0.333333333
800,3,4,5,104,0.23625,16.8042328,7.681753946,0.343915344
800,3,4,10,97,0.24,14.09895833,6.527076024,0.302083333
800,3,4,15,118,0.25375,13.86699507,7.266295741,0.310344828
800,3,4,10,163,0.2425,23.42783505,9.431918494,0.386597938
800,3,4,15,115,0.24625,15.11167513,7.279248934,0.319796954
800,3,4,15,140,0.2525,16.79207921,7.545967697,0.361386139
800,3,4,20,123,0.25375,14.61083744,7.005745929,0.285714286
800,3,4,20,129,0.2525,15.16336634,8.126980099,0.297029703
800,3,4,25,98,0.26375,9.246445498,5.145124754,0.308056872
800,3,4,20,127,0.2525,14.72277228,6.764876824,0.321782178
800,3,4,20,81,0.26125,8.459330144,5.002837803,0.315789474
800,3,4,20,138,0.25875,14.76328502,7.077038272,0.31884058
800,3,4,15,144,0.255,16.89705882,7.551738858,0.294117647
800,3,4,25,122,0.2525,14.76237624,7.721068308,0.336633663
800,3,4,25,115,0.25375,12.591133,5.904799206,0.339901478
800,3,5,5,35,0.22,6.375,3.670149861,0.375
800,3,4,15,158,0.245,21.76530612,9.937549634,0.357142857
800,3,4,25,128,0.25625,13.8,7.154047257,0.32195122
800,3,5,5,35,0.20625,7.096969697,3.730598988,0.412121212
800,3,4,25,152,0.25625,16.4,7.481742483,0.312195122
800,3,5,5,37,0.21625,7.005780347,4.015228439,0.421965318
800,3,5,5,42,0.215,7.784883721,4.550586812,0.343023256
800,3,5,5,40,0.21375,7.50877193,4.060380192,0.397660819
800,3,4,30,142,0.2575,14.83980583,6.827388742,0.291262136
800,3,4,30,136,0.25625,14.02439024,6.835919423,0.268292683
800,3,4,30,144,0.25875,15.30434783,7.507221794,0.304347826
800,3,4,30,152,0.2575,15.75242718,7.627413264,0.344660194
800,3,5,10,69,0.25,9.16,4.825018551,0.355
800,3,5,10,78,0.25,10.365,5.143349612,0.335
800,3,5,10,89,0.24,12.19791667,6.13737975,0.276041667
800,3,5,10,90,0.23875,13.13612565,6.463851196,0.356020942
800,3,5,15,92,0.26,9.528846154,4.389175818,0.346153846
