initial_population,ini_metabolism,ini_vision,ini_sugar,step,rate_survive,avg_sugar,dev_sugar,rate_increasable
400,2,5,25,51,0.9075,51.1322314,7.807712028,0.856749311
400,2,5,25,51,0.9025,51.41551247,7.794883138,0.861495845
400,2,5,30,56,0.8925,59.53781513,7.840176616,0.868347339
400,2,6,5,31,0.93,20.22311828,4.785558121,0.846774194
400,2,5,30,56,0.9125,57.44931507,7.081610671,0.846575342
400,2,5,30,56,0.9075,58.56473829,11.46761337,0.842975207
400,2,6,5,31,0.935,19.92513369,4.922973377,0.823529412
400,2,6,5,31,0.9275,20.57142857,4.599311683,0.857142857
400,2,6,5,31,0.9375,19.808,4.7143472,0.858666667
400,2,6,5,31,0.9275,20.82479784,5.478609969,0.851752022
400,2,6,10,36,0.9325,27.09383378,5.066683242,0.841823056
